Frame,Centre,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
16.0,0.7514024840460883/0.4477649391801269/0.057611529215204495,0.7699809074401855/0.24862812459468842/-0.054783016443252563,0.7665481567382812/0.23861415684223175/-0.047053974121809006,0.7656758427619934/0.23783840239048004/-0.047099027782678604,0.7647251486778259/0.2368936687707901/-0.04712317883968353,0.7661592960357666/0.23934224247932434/-0.07502473145723343,0.7651207447052002/0.23912164568901062/-0.07503900676965714,0.7640450596809387/0.23875769972801208/-0.07513966411352158,0.7542193531990051/0.23863475024700165/-0.006058295723050833,0.7548969388008118/0.24175940454006195/-0.13081780076026917,0.7657148241996765/0.25712236762046814/-0.03579496964812279,0.7652952671051025/0.25813257694244385/-0.07188712060451508,0.7308858036994934/0.2914375066757202/0.08004317432641983,0.7482582330703735/0.30523404479026794/-0.193681001663208,0.7371705770492554/0.366775780916214/0.17887672781944275,0.7617276906967163/0.3856014609336853/-0.2083887755870819,0.7616018652915955/0.39246752858161926/0.2253578156232834,0.7831301093101501/0.44970402121543884/-0.14575466513633728,0.7641899585723877/0.39694640040397644/0.24239328503608704,0.7877097725868225/0.4704456925392151/-0.16285894811153412,0.7684968709945679/0.38781091570854187/0.22384244203567505,0.7922493815422058/0.46612975001335144/-0.15932047367095947,0.770001232624054/0.3916718661785126/0.21803230047225952,0.7895019054412842/0.4621853828430176/-0.14256593585014343,0.7371318936347961/0.4543362259864807/0.08458855003118515,0.744807779788971/0.4634357690811157/-0.08476234972476959,0.7329724431037903/0.5605602264404297/0.20962809026241302,0.7331216335296631/0.5715607404708862/0.019835593178868294,0.7162600159645081/0.6452333927154541/0.34373340010643005,0.7206526398658752/0.6737714409828186/0.155608668923378,0.705094039440155/0.6592965722084045/0.3549742102622986,0.7103192210197449/0.6942617893218994/0.16749298572540283,0.735832929611206/0.6633016467094421/0.326469361782074,0.7466437816619873/0.6932079792022705/0.12130803614854813
17.0,0.7513277133305868/0.4468306418922212/0.05920912135668375,0.7695706486701965/0.24738144874572754/-0.05995303392410278,0.7659341096878052/0.23771384358406067/-0.04998663440346718,0.7650603652000427/0.23693235218524933/-0.05001614987850189,0.7641303539276123/0.23597243428230286/-0.050025805830955505,0.7655776739120483/0.238627627491951/-0.08059718459844589,0.7645705938339233/0.2385052740573883/-0.08061235398054123,0.7635839581489563/0.23838721215724945/-0.08070720732212067,0.753663957118988/0.2379940003156662/-0.013277309946715832,0.7547187209129333/0.2414000928401947/-0.1335369497537613,0.7655029892921448/0.25624772906303406/-0.03654072806239128,0.7650628089904785/0.2572792172431946/-0.075947105884552,0.7294192910194397/0.291411429643631/0.06903856247663498,0.7486082315444946/0.30527907609939575/-0.1971142590045929,0.737064003944397/0.36669793725013733/0.166792631149292,0.761756956577301/0.3856946527957916/-0.21479851007461548,0.7623682022094727/0.39399775862693787/0.20834332704544067,0.7830436825752258/0.44953209161758423/-0.16099612414836884,0.7658343315124512/0.39861875772476196/0.221033975481987,0.7875996232032776/0.47044068574905396/-0.1816958338022232,0.7682780027389526/0.3875288963317871/0.20263873040676117,0.7919551730155945/0.4668728709220886/-0.17749950289726257,0.7708914875984192/0.3939710259437561/0.20072202384471893,0.7891285419464111/0.46176543831825256/-0.1579466015100479,0.7372559309005737/0.45396292209625244/0.08422965556383133,0.745098352432251/0.46338170766830444/-0.08441099524497986,0.7330063581466675/0.5595864653587341/0.2298806607723236,0.7331591844558716/0.5716501474380493/0.030853621661663055,0.7156415581703186/0.6377496123313904/0.38356828689575195,0.7207260131835938/0.6739361882209778/0.18129415810108185,0.7040749788284302/0.6515103578567505/0.39726781845092773,0.7107031941413879/0.694297730922699/0.19463206827640533,0.7350530624389648/0.653232216835022/0.37543413043022156,0.746662974357605/0.6930068731307983/0.146633580327034
18.0,0.7514250322624489/0.44871343010001713/0.04836422977624116,0.7693804502487183/0.2473035305738449/-0.07211148738861084,0.7657516002655029/0.23769059777259827/-0.06230346858501434,0.764923632144928/0.23691725730895996/-0.06235029175877571,0.7640330195426941/0.23596371710300446/-0.06235429272055626,0.7653050422668457/0.23861399292945862/-0.09174034744501114,0.7642930150032043/0.2384999692440033/-0.09175456315279007,0.7632988691329956/0.2383730709552765/-0.09184879064559937,0.75376957654953/0.238005593419075/-0.017278846353292465,0.7546560764312744/0.24141369760036469/-0.1423148512840271,0.765508234500885/0.256233274936676/-0.04900415241718292,0.7649458646774292/0.2572687268257141/-0.08710447698831558,0.7300000190734863/0.2914024293422699/0.0697161927819252,0.748466968536377/0.3055388033390045/-0.20202699303627014,0.7373054027557373/0.36946624517440796/0.1537998765707016,0.7614843249320984/0.38685765862464905/-0.22225655615329742,0.7618510723114014/0.4012087881565094/0.1700969934463501,0.7829034328460693/0.4500788450241089/-0.1771850883960724,0.7650912404060364/0.4068623185157776/0.1791801154613495,0.7875731587409973/0.4704835116863251/-0.202213853597641,0.7680506110191345/0.40138673782348633/0.15996192395687103,0.7919139862060547/0.46727269887924194/-0.19544361531734467,0.7703611850738525/0.4017624855041504/0.16140642762184143,0.7890086770057678/0.46202462911605835/-0.17369772493839264,0.7373171448707581/0.4538244903087616/0.08466348797082901,0.7449683547019958/0.4633474349975586/-0.08486610651016235,0.7330055832862854/0.5590412616729736/0.2305804342031479,0.7333080768585205/0.571550726890564/0.03225399926304817,0.7161042094230652/0.6405240893363953/0.3836519718170166,0.7208128571510315/0.6740390658378601/0.18714086711406708,0.7044333815574646/0.6547815203666687/0.39705923199653625,0.7112919092178345/0.6943689584732056/0.2005186676979065,0.7375011444091797/0.6562407612800598/0.3721145689487457,0.7474629282951355/0.692974328994751/0.1491931974887848
19.0,0.7517663836479187/0.4488802530147411/0.051900293609058415,0.7694841027259827/0.24711181223392487/-0.0834612026810646,0.7657663822174072/0.2375490963459015/-0.07367338240146637,0.7649308443069458/0.23680654168128967/-0.07372752577066422,0.7640328407287598/0.23588435351848602/-0.07374445348978043,0.7653130888938904/0.2384207546710968/-0.10266266018152237,0.764285683631897/0.2383040338754654/-0.10267499089241028,0.7632672786712646/0.23812872171401978/-0.10276352614164352,0.7537943124771118/0.23797306418418884/-0.022519251331686974,0.7544698715209961/0.24129481613636017/-0.15015631914138794,0.7656423449516296/0.25619763135910034/-0.059701357036828995,0.7650533318519592/0.25721997022628784/-0.09721512347459793,0.7303473949432373/0.29173117876052856/0.0673634335398674,0.7471134662628174/0.3057757318019867/-0.20529930293560028,0.7374845743179321/0.36987754702568054/0.15768800675868988,0.761485755443573/0.3878355622291565/-0.22337113320827484,0.7640804052352905/0.399887353181839/0.18413223326206207,0.7827051877975464/0.45118847489356995/-0.1772427260875702,0.7678892016410828/0.4047047793865204/0.1939643770456314,0.7875134348869324/0.4708547294139862/-0.2022024393081665,0.7701568007469177/0.3954787254333496/0.17511659860610962,0.7918127179145813/0.46785956621170044/-0.1959768384695053,0.7725333571434021/0.3999072313308716/0.17575190961360931,0.788927435874939/0.462546169757843/-0.1739138960838318,0.7373591661453247/0.4544489085674286/0.0847688540816307,0.7445722818374634/0.46404436230659485/-0.08496366441249847,0.7329961061477661/0.5592953562736511/0.2328270971775055,0.7330718636512756/0.5718806982040405/0.04050552472472191,0.7173398733139038/0.6420454382896423/0.390277236700058,0.7208483815193176/0.6740647554397583/0.2048058956861496,0.7045845985412598/0.6563299298286438/0.40417754650115967,0.7113315463066101/0.6944675445556641/0.21927064657211304,0.7375348806381226/0.6627848744392395/0.37822645902633667,0.7475599646568298/0.6929606199264526/0.1684553623199463
20.0,0.7516827296327662/0.4478863549453241/0.05492382593176983,0.7695348858833313/0.24705179035663605/-0.09080810099840164,0.7656893134117126/0.2374749332666397/-0.08131393790245056,0.7648299336433411/0.2367529273033142/-0.08136487007141113,0.7639017701148987/0.2358529269695282/-0.08138447999954224,0.7652729153633118/0.23832526803016663/-0.10972490906715393,0.7642565965652466/0.2382500022649765/-0.10973622649908066,0.7632324695587158/0.2380744069814682/-0.10981864482164383,0.7536007761955261/0.23797403275966644/-0.028872426599264145,0.75424724817276/0.24128152430057526/-0.15532813966274261,0.7657319903373718/0.25619879364967346/-0.0668918713927269,0.7651505470275879/0.257242351770401/-0.10362432897090912,0.7299652099609375/0.2917229235172272/0.06202256679534912,0.7469663023948669/0.3066931962966919/-0.2068517655134201,0.7355030179023743/0.3693639934062958/0.15895302593708038,0.7614220380783081/0.38891270756721497/-0.22364644706249237,0.7639157176017761/0.39845189452171326/0.19092892110347748,0.7821508049964905/0.45325449109077454/-0.17717215418815613,0.7675426602363586/0.3940931260585785/0.20099647343158722,0.7874990701675415/0.4722552001476288/-0.20214176177978516,0.769817054271698/0.3850029706954956/0.18212144076824188,0.7917463779449463/0.46942856907844543/-0.19624687731266022,0.7700512409210205/0.38438349962234497/0.18271911144256592,0.788855254650116/0.46406620740890503/-0.17394834756851196,0.7365853190422058/0.45443981885910034/0.08482291549444199,0.7444157600402832/0.4645656943321228/-0.08501537144184113,0.7320219278335571/0.5593124032020569/0.23706279695034027,0.7327616214752197/0.5725277066230774/0.04882822185754776,0.7185371518135071/0.643012285232544/0.40071073174476624,0.721068799495697/0.6747312545776367/0.21852073073387146,0.7058907151222229/0.6574180722236633/0.4153788983821869,0.7117310762405396/0.6952542066574097/0.2336539477109909,0.741094708442688/0.6613394618034363/0.3912895619869232,0.7476264238357544/0.6929534077644348/0.18548154830932617
21.0,0.7515052049248306/0.44624505164446654/0.05456518823349917,0.7696099281311035/0.24715854227542877/-0.09913268685340881,0.7657672166824341/0.23751719295978546/-0.08898721635341644,0.7648999691009521/0.23684324324131012/-0.08902869373559952,0.7639486193656921/0.23601046204566956/-0.08903943002223969,0.765354335308075/0.23833148181438446/-0.11818844825029373,0.7643296122550964/0.23825067281723022/-0.11820340156555176,0.7632924914360046/0.23806864023208618/-0.11828548461198807,0.7535368800163269/0.23852702975273132/-0.03251300007104874,0.7541550993919373/0.2414541244506836/-0.1628102958202362,0.765771210193634/0.25663334131240845/-0.07383032143115997,0.7652666568756104/0.2577087879180908/-0.11163392663002014,0.7302451133728027/0.29183444380760193/0.060562726110219955,0.746105432510376/0.30768969655036926/-0.21352645754814148,0.7358205914497375/0.3659125566482544/0.1599433869123459,0.76126629114151/0.3889756500720978/-0.23041783273220062,0.7638952136039734/0.38526278734207153/0.19411829113960266,0.7816698551177979/0.4545082449913025/-0.18013912439346313,0.7674434185028076/0.3749762773513794/0.20422282814979553,0.7874754071235657/0.4732113778591156/-0.20513269305229187,0.7691900134086609/0.37404823303222656/0.18544653058052063,0.7916985154151917/0.47075125575065613/-0.20040380954742432,0.7682463526725769/0.37207359075546265/0.18593212962150574,0.7887916564941406/0.46560317277908325/-0.17729777097702026,0.7364305853843689/0.455100417137146/0.08517011255025864,0.7437835335731506/0.4654170572757721/-0.08537759631872177,0.7310617566108704/0.5603484511375427/0.24145258963108063,0.7323532700538635/0.573265790939331/0.05177954211831093,0.7186453938484192/0.6446578502655029/0.40721333026885986,0.7210971713066101/0.6752654314041138/0.2243281602859497,0.7059683799743652/0.6577094197273254/0.4220116436481476,0.7118005156517029/0.6959110498428345/0.2395252287387848,0.7416203618049622/0.6617075800895691/0.3950217068195343,0.7476919293403625/0.6929042339324951/0.18874739110469818
22.0,0.7515175739924113/0.4438445087936189/0.05639909759715751,0.7711398005485535/0.24717330932617188/-0.10618128627538681,0.7663372159004211/0.2375146448612213/-0.09574674814939499,0.7653545141220093/0.23684296011924744/-0.09578315913677216,0.7642528414726257/0.2360151708126068/-0.09579639881849289,0.7659963369369507/0.23830533027648926/-0.12476950883865356,0.764893651008606/0.2382073551416397/-0.12478750199079514,0.7637302279472351/0.23798868060112/-0.12486492097377777,0.7535633444786072/0.23870736360549927/-0.03718847036361694,0.7542441487312317/0.24145172536373138/-0.16672304272651672,0.7678555846214294/0.25678250193595886/-0.0802486315369606,0.7673906087875366/0.2577703893184662/-0.1177600547671318,0.7315621972084045/0.2918643057346344/0.056803230196237564,0.7456580996513367/0.3075484335422516/-0.21563708782196045,0.7360360026359558/0.35650599002838135/0.16101813316345215,0.76119464635849/0.3888395428657532/-0.22992751002311707,0.7637012004852295/0.36640289425849915/0.214656800031662,0.7810235023498535/0.4549409747123718/-0.17353858053684235,0.7657389044761658/0.36018672585487366/0.2260180115699768,0.7871909141540527/0.4738495647907257/-0.19657789170742035,0.7689687013626099/0.3604082763195038/0.20908457040786743,0.7914325594902039/0.4717043340206146/-0.19383665919303894,0.7675468325614929/0.35815557837486267/0.20761524140834808,0.7886508107185364/0.46614328026771545/-0.17117372155189514,0.7364572286605835/0.45510628819465637/0.0848098024725914,0.743141233921051/0.46556559205055237/-0.08500266075134277,0.7306630611419678/0.5610547661781311/0.23797489702701569,0.7317470908164978/0.5736685991287231/0.05188051983714104,0.7185525894165039/0.6447926163673401/0.3997536897659302,0.7211260795593262/0.6757772564888/0.22176504135131836,0.7056133151054382/0.6582618951797485/0.4141678214073181,0.711821436882019/0.6963213682174683/0.23674437403678894,0.7414512634277344/0.6618505120277405/0.3875896632671356,0.7475033402442932/0.6929676532745361/0.18668943643569946
23.0,0.7518057514120031/0.4431322067975998/0.059264462579179694,0.7724716663360596/0.24754320085048676/-0.10050761699676514,0.7674425840377808/0.23792219161987305/-0.09071549773216248,0.7663238644599915/0.2372734248638153/-0.09075234830379486,0.765030026435852/0.23646880686283112/-0.09076599031686783,0.7672785520553589/0.23862376809120178/-0.11926005035638809,0.7661827802658081/0.23849640786647797/-0.11927454173564911,0.7649848461151123/0.238240584731102/-0.11935052275657654,0.7537384629249573/0.23898433148860931/-0.0347476489841938,0.754888117313385/0.24156703054904938/-0.16282084584236145,0.7692642211914062/0.25703513622283936/-0.07557820528745651,0.7689763903617859/0.2579302489757538/-0.11251115798950195,0.7318822741508484/0.29186108708381653/0.05815449729561806,0.7455365657806396/0.3072599172592163/-0.21326909959316254,0.7366989850997925/0.35429635643959045/0.16485045850276947,0.7615238428115845/0.3883741497993469/-0.22359304130077362,0.7647201418876648/0.3606766164302826/0.2287350744009018,0.7807045578956604/0.4555698037147522/-0.16617324948310852,0.7670745849609375/0.3582533001899719/0.24215681850910187,0.7867639660835266/0.4743034541606903/-0.18761007487773895,0.7702668905258179/0.35191115736961365/0.22558914124965668,0.790404736995697/0.4724148213863373/-0.18564321100711823,0.7689893245697021/0.3553667962551117/0.22217246890068054,0.7879135012626648/0.4667607247829437/-0.16404005885124207,0.7365269064903259/0.4549645781517029/0.08382844179868698,0.7421225309371948/0.4655705690383911/-0.08399579674005508,0.7303802371025085/0.5610715746879578/0.23412339389324188,0.7314492464065552/0.5736817121505737/0.04789738357067108,0.7184117436408997/0.6445043087005615/0.39596715569496155,0.7211524844169617/0.6758976578712463/0.21139225363731384,0.7063176035881042/0.658415675163269/0.4105865955352783,0.7119147777557373/0.6964522004127502/0.22568713128566742,0.7413385510444641/0.6609161496162415/0.3838314712047577,0.7473229765892029/0.6929870247840881/0.1756582111120224
24.0,0.7516118795783432/0.443221734629737/0.05515709271033605,0.7727242112159729/0.24950531125068665/-0.09843717515468597,0.7678788900375366/0.23968246579170227/-0.0888419821858406,0.7667033672332764/0.2389843761920929/-0.08887415379285812,0.7653226256370544/0.2381131798028946/-0.08888258039951324,0.7678817510604858/0.2402588576078415/-0.11740854382514954,0.7668576836585999/0.24003268778324127/-0.11742107570171356,0.7657181024551392/0.23966899514198303/-0.11750024557113647,0.7538607120513916/0.23982855677604675/-0.03375408053398132,0.7554491758346558/0.2424791157245636/-0.16155339777469635,0.769277036190033/0.2585943341255188/-0.07377983629703522,0.7690606117248535/0.2592422068119049/-0.11075585335493088,0.7317067384719849/0.29155197739601135/0.05952253192663193,0.7452713251113892/0.30663570761680603/-0.21273165941238403,0.7352349162101746/0.35242030024528503/0.16767127811908722,0.7615847587585449/0.38650861382484436/-0.22753068804740906,0.7646510601043701/0.35416144132614136/0.23283815383911133,0.7806559801101685/0.4559594392776489/-0.18232886493206024,0.7675479650497437/0.3583747148513794/0.2475077360868454,0.7866808176040649/0.4746672511100769/-0.2058139145374298,0.7700004577636719/0.35584649443626404/0.22939464449882507,0.7902277112007141/0.47283485531806946/-0.20238123834133148,0.7683971524238586/0.355209618806839/0.22577103972434998,0.7877615690231323/0.46716970205307007/-0.179863840341568,0.7359116673469543/0.4548039138317108/0.08471433073282242,0.7414535284042358/0.46557122468948364/-0.08488123118877411,0.7303568124771118/0.561064600944519/0.2330797165632248,0.7314159274101257/0.5738879442214966/0.04285329580307007,0.717692494392395/0.6447169780731201/0.3914681673049927,0.7209861874580383/0.6763225793838501/0.19569939374923706,0.706174373626709/0.6587451100349426/0.40554919838905334,0.7117397785186768/0.69694584608078/0.20851413905620575,0.7402291893959045/0.6607627272605896/0.37896591424942017,0.7474685907363892/0.69317626953125/0.1595037430524826
25.0,0.7516177583623815/0.4439141430236675/0.05509083566290361,0.773565411567688/0.25268855690956116/-0.10381152480840683,0.7695162892341614/0.2425311952829361/-0.09459234029054642,0.7683572769165039/0.24180467426776886/-0.09462465345859528,0.7669968008995056/0.24090582132339478/-0.09463204443454742,0.7696528434753418/0.24296103417873383/-0.12285733222961426,0.7687360048294067/0.2426334172487259/-0.12286723405122757,0.7677149176597595/0.2421773225069046/-0.12293804436922073,0.7550300359725952/0.24138101935386658/-0.03966816887259483,0.7567782998085022/0.24408453702926636/-0.1661580204963684,0.7695958018302917/0.26144322752952576/-0.07898108661174774,0.769536018371582/0.2618304491043091/-0.1156638041138649,0.7314472794532776/0.2914743423461914/0.05176607891917229,0.7450511455535889/0.3071545660495758/-0.21429306268692017,0.7335683703422546/0.35254791378974915/0.1631307303905487,0.7619221806526184/0.3869439661502838/-0.23057009279727936,0.7645785212516785/0.3542461693286896/0.22526238858699799,0.7807039022445679/0.45709505677223206/-0.18791818618774414,0.7677680253982544/0.3592657446861267/0.23851372301578522,0.7865862250328064/0.4752218425273895/-0.21213868260383606,0.7697880268096924/0.35745981335639954/0.22045540809631348,0.7899394631385803/0.4734862148761749/-0.20879267156124115,0.7679951190948486/0.35572490096092224/0.21796096861362457,0.7876319885253906/0.4681572914123535/-0.18562710285186768,0.7354181408882141/0.4547945559024811/0.08472679555416107,0.7409888505935669/0.4657864570617676/-0.08489222079515457,0.7302730083465576/0.5610628724098206/0.2388204038143158,0.7313669323921204/0.5738982558250427/0.04824978485703468,0.7176855206489563/0.6445446610450745/0.40276092290878296,0.7209912538528442/0.6764153838157654/0.2104646861553192,0.7060688138008118/0.6588605046272278/0.4174827039241791,0.7117377519607544/0.697068452835083/0.2245934009552002,0.740197479724884/0.6598600745201111/0.394247442483902,0.7474659085273743/0.693185031414032/0.17753174901008606
26.0,0.7516613558486656/0.4444093505541484/0.05262620346965613,0.7739275097846985/0.25381234288215637/-0.10231009870767593,0.7706280946731567/0.24341239035129547/-0.09336468577384949,0.7695342898368835/0.24268008768558502/-0.09339720755815506,0.7682459354400635/0.24177445471286774/-0.09340258687734604,0.7707894444465637/0.24380198121070862/-0.12174266576766968,0.7699241042137146/0.24344994127750397/-0.12175563722848892,0.7689504623413086/0.24297569692134857/-0.1218290850520134,0.7556589841842651/0.2417253851890564/-0.040051937103271484,0.7574623823165894/0.2444567084312439/-0.1669655591249466,0.7696863412857056/0.26275286078453064/-0.0780828595161438,0.7696884274482727/0.2628861367702484/-0.11488285660743713,0.7309562563896179/0.2912481427192688/0.049496136605739594,0.7449864149093628/0.30721181631088257/-0.21450573205947876,0.7326732873916626/0.35094645619392395/0.15681038796901703,0.7632421851158142/0.38697749376296997/-0.2304961383342743,0.764358401298523/0.35495245456695557/0.21584798395633698,0.7808152437210083/0.4571203589439392/-0.18588697910308838,0.7677786350250244/0.36005347967147827/0.2277185469865799,0.7865315675735474/0.475396990776062/-0.2106722742319107,0.7695735096931458/0.35811951756477356/0.21067310869693756,0.7897765636444092/0.4738388657569885/-0.2064446210861206,0.7676762342453003/0.35593804717063904/0.20897604525089264,0.7875102758407593/0.46834996342658997/-0.1833764612674713,0.7354488968849182/0.4548662602901459/0.08449506014585495,0.7410425543785095/0.46606123447418213/-0.08466241508722305,0.7302801012992859/0.5613399147987366/0.2352529615163803,0.7313368916511536/0.5739578008651733/0.04686824604868889,0.7176356315612793/0.6458494663238525/0.39704328775405884,0.7220215201377869/0.6774139404296875/0.2086685597896576,0.7063021659851074/0.6620943546295166/0.4112466871738434,0.7116832137107849/0.6971130967140198/0.2227923572063446,0.7399335503578186/0.6613959670066833/0.3876778185367584,0.7468698620796204/0.6931734085083008/0.17567823827266693
27.0,0.7513200927663732/0.4456481061599873/0.0475302041956672,0.7744235992431641/0.2543453276157379/-0.09703744202852249,0.7716859579086304/0.24346879124641418/-0.08804631233215332,0.7706903219223022/0.24269777536392212/-0.08807897567749023,0.7694876194000244/0.24176548421382904/-0.08807386457920074,0.7716267108917236/0.24389387667179108/-0.1176551878452301,0.7707007527351379/0.24351893365383148/-0.11766909062862396,0.7696585059165955/0.2430286854505539/-0.11776141077280045,0.7561075687408447/0.24166631698608398/-0.0358458012342453,0.7578226327896118/0.24440652132034302/-0.16554038226604462,0.7701506018638611/0.2631235718727112/-0.0732908770442009,0.7699936628341675/0.2632933259010315/-0.11171561479568481,0.7306457757949829/0.29057809710502625/0.05255131423473358,0.7437726855278015/0.30626219511032104/-0.2140527218580246,0.7330283522605896/0.3516073226928711/0.15823201835155487,0.7632436752319336/0.3864976465702057/-0.23237456381320953,0.7620230913162231/0.3635914921760559/0.20684556663036346,0.7809284925460815/0.45691972970962524/-0.1914336085319519,0.7643907070159912/0.36309903860092163/0.21867486834526062,0.7863625884056091/0.4753558039665222/-0.21547991037368774,0.7688378095626831/0.35970228910446167/0.2015688419342041,0.7897669076919556/0.47381824254989624/-0.2110297679901123,0.7669074535369873/0.35889333486557007/0.1997033655643463,0.7875081300735474/0.46817877888679504/-0.18856976926326752,0.7357035875320435/0.4549253582954407/0.08462142944335938,0.741080105304718/0.4660562574863434/-0.08479276299476624,0.7302912473678589/0.5618056058883667/0.2269013226032257,0.7311549186706543/0.5739926099777222/0.04133199527859688,0.7178869247436523/0.6500460505485535/0.37966740131378174,0.7229602932929993/0.6786959171295166/0.19993865489959717,0.7064570188522339/0.6656559705734253/0.3925175070762634,0.7114020586013794/0.6971197128295898/0.21359752118587494,0.7363026142120361/0.6696790456771851/0.3638162910938263,0.7464900016784668/0.6931833028793335/0.16451063752174377
28.0,0.7512965003649393/0.4456430839167701/0.049776441452127916,0.7733018398284912/0.2543083727359772/-0.07765087485313416,0.7708755135536194/0.24329110980033875/-0.06849318742752075,0.7698854207992554/0.24251484870910645/-0.06852809339761734,0.7686775326728821/0.2415817379951477/-0.06852422654628754,0.7707516551017761/0.24373199045658112/-0.09805399924516678,0.7698016166687012/0.2433570772409439/-0.09807159751653671,0.7687384486198425/0.24286870658397675/-0.09817394614219666,0.7551922798156738/0.24156038463115692/-0.018495973199605942,0.7568456530570984/0.24427391588687897/-0.14990299940109253,0.7684849500656128/0.2630392014980316/-0.054978083819150925,0.7681841850280762/0.2633098363876343/-0.09322595596313477,0.7304654121398926/0.2903052568435669/0.06982140988111496,0.7429881691932678/0.30551692843437195/-0.20542961359024048,0.7330611944198608/0.3511642813682556/0.16966110467910767,0.7633517384529114/0.38483181595802307/-0.2235097438097,0.762459397315979/0.3646574318408966/0.2159491330385208,0.7820719480514526/0.4560278654098511/-0.17495882511138916,0.7651339769363403/0.3643936216831207/0.22914457321166992,0.7870901823043823/0.47511762380599976/-0.1956736296415329,0.7696537971496582/0.3586520552635193/0.21166734397411346,0.7906278967857361/0.4737050235271454/-0.19146564602851868,0.7678177952766418/0.36022940278053284/0.2085517793893814,0.7886799573898315/0.46808168292045593/-0.17168016731739044,0.7362467050552368/0.45490142703056335/0.08545900881290436,0.7410915493965149/0.4658220112323761/-0.08564907312393188,0.7305383086204529/0.561815083026886/0.21597039699554443,0.7311518788337708/0.5740218758583069/0.02733270637691021,0.7178757190704346/0.6513856649398804/0.35618898272514343,0.7218100428581238/0.6784985065460205/0.17164263129234314,0.7064828872680664/0.6664960980415344/0.3677935004234314,0.7112987041473389/0.6971232295036316/0.18379166722297668,0.7365930676460266/0.669941782951355/0.3394854664802551,0.7465062737464905/0.6931828856468201/0.13412480056285858
29.0,0.7539648369506553/0.44458769592973924/0.050741011207854306,0.7711339592933655/0.2531472146511078/-0.07809245586395264,0.768292248249054/0.24168820679187775/-0.06888045370578766,0.7672340869903564/0.2410803586244583/-0.06892020255327225,0.7659900188446045/0.24035058915615082/-0.06892606616020203,0.7682186365127563/0.24204634130001068/-0.09919217228889465,0.7671971917152405/0.24178126454353333/-0.09919778257608414,0.7660714983940125/0.2414163500070572/-0.09929267317056656,0.7534268498420715/0.24106577038764954/-0.017332175746560097,0.7547215223312378/0.24361063539981842/-0.15163424611091614,0.7661047577857971/0.26266929507255554/-0.05461297929286957,0.7658945918083191/0.2629486918449402/-0.0939491018652916,0.7299672961235046/0.2902246415615082/0.07362879812717438,0.7426179647445679/0.3058156669139862/-0.2061045914888382,0.7434120774269104/0.35153210163116455/0.18191926181316376,0.7616130113601685/0.38518065214157104/-0.23415507376194,0.7798067927360535/0.3660697937011719/0.23247839510440826,0.7821848392486572/0.4513112008571625/-0.21125957369804382,0.7836522459983826/0.36552324891090393/0.2488020658493042,0.7876023650169373/0.47133949398994446/-0.23921096324920654,0.7885992527008057/0.36041179299354553/0.22677144408226013,0.7912803292274475/0.4694189131259918/-0.23285333812236786,0.7859500050544739/0.3611074984073639/0.22381088137626648,0.7889517545700073/0.4634821116924286/-0.20830565690994263,0.7359187006950378/0.4548933207988739/0.08607546985149384,0.741550624370575/0.4659137725830078/-0.08625532686710358,0.730652391910553/0.5609522461891174/0.22478561103343964,0.7319126129150391/0.573999285697937/0.02991577796638012,0.7173958420753479/0.6481891870498657/0.3793804347515106,0.7217580080032349/0.6784781813621521/0.18094611167907715,0.70600426197052/0.6629347205162048/0.39319655299186707,0.7113543748855591/0.6973102688789368/0.19403448700904846,0.7367261052131653/0.6632453203201294/0.36431658267974854,0.7468580603599548/0.6930927634239197/0.1437109112739563
