Frame,Centre,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
28.0,0.8781395576618336/0.4257706536187066/0.07404039455232797,0.8975430130958557/0.2411164492368698/-0.0379299558699131,0.8972852230072021/0.2308768481016159/-0.02930007316172123,0.896826446056366/0.23010852932929993/-0.02934771031141281,0.895767331123352/0.22891514003276825/-0.029417335987091064,0.8975520133972168/0.2313462793827057/-0.05774254351854324,0.8966317772865295/0.23103617131710052/-0.05772767961025238,0.8946682810783386/0.23042912781238556/-0.05779605358839035,0.8848183155059814/0.2311730533838272/0.016043955460190773,0.8848763108253479/0.23361553251743317/-0.11101546883583069,0.8884025812149048/0.24759534001350403/-0.01663142628967762,0.8878241777420044/0.24806822836399078/-0.053448356688022614,0.8534899950027466/0.27848708629608154/0.09650205820798874,0.8660791516304016/0.2875537872314453/-0.16221965849399567,0.8660710453987122/0.36045607924461365/0.23795919120311737,0.8634451627731323/0.38495349884033203/-0.20234422385692596,0.8998209834098816/0.3580436408519745/0.3232109844684601,0.9091925621032715/0.387341171503067/-0.21824578940868378,0.9064992666244507/0.3567621409893036/0.3428087830543518,0.9220589399337769/0.38583123683929443/-0.24730147421360016,0.9083433747291565/0.3470074236392975/0.32182571291923523,0.9209635257720947/0.373776376247406/-0.23874996602535248,0.9064230918884277/0.3472563624382019/0.31668293476104736,0.9162198901176453/0.3741172254085541/-0.21521687507629395,0.8575549125671387/0.43772730231285095/0.08163940161466599,0.8720706701278687/0.4481574594974518/-0.08161447197198868,0.8514062762260437/0.5496084690093994/0.19336175918579102,0.8538511991500854/0.556589663028717/0.05397104471921921,0.8391862511634827/0.6572207808494568/0.3229326009750366,0.8439772725105286/0.6722133159637451/0.2124694287776947,0.8292214274406433/0.6791580319404602/0.33475881814956665,0.836105227470398/0.6949288845062256/0.2280028611421585,0.8673674464225769/0.6743718981742859/0.31027472019195557,0.8769559860229492/0.6826772093772888/0.19136406481266022
29.0,0.8775213537392793/0.4294346637196011/0.06987479063509791,0.8972749710083008/0.23915065824985504/-0.045493632555007935,0.8977589011192322/0.22979505360126495/-0.03584850952029228,0.8973402380943298/0.2290656417608261/-0.03591170161962509,0.895483672618866/0.22773689031600952/-0.035984404385089874,0.8974851369857788/0.22984839975833893/-0.0656270682811737,0.8965221047401428/0.22946661710739136/-0.06562357395887375,0.8948497772216797/0.22878888249397278/-0.06568720191717148,0.8847628235816956/0.2287197709083557/0.014066594652831554,0.8846607208251953/0.23181353509426117/-0.11986669152975082,0.8894417881965637/0.24708226323127747/-0.022815335541963577,0.8883858919143677/0.24716562032699585/-0.06125691160559654,0.8560582995414734/0.27849331498146057/0.0948638990521431,0.8655041456222534/0.28778374195098877/-0.17205844819545746,0.8661414384841919/0.36493757367134094/0.19344571232795715,0.8638694286346436/0.39294636249542236/-0.17895682156085968,0.8983185887336731/0.3785228729248047/0.22619187831878662,0.9071171879768372/0.3872731029987335/-0.1234842985868454,0.9032073616981506/0.38242456316947937/0.23435349762439728,0.9188264012336731/0.38581371307373047/-0.14220848679542542,0.9058889746665955/0.37191638350486755/0.2165827602148056,0.9186058044433594/0.3723467290401459/-0.1378495991230011,0.9049652814865112/0.3710838556289673/0.21835798025131226,0.9135305285453796/0.37305203080177307/-0.1202039048075676,0.8575506210327148/0.43840062618255615/0.08162594586610794,0.8713559508323669/0.4474605917930603/-0.08160127699375153,0.8517358899116516/0.5510806441307068/0.1852278858423233,0.8538551926612854/0.5565462708473206/0.05466870963573456,0.838802695274353/0.6575006246566772/0.3037523627281189,0.8442004323005676/0.6720459461212158/0.22440242767333984,0.8283563256263733/0.6786013841629028/0.31405994296073914,0.8361454010009766/0.6945570111274719/0.24117165803909302,0.8680914044380188/0.6753406524658203/0.28545355796813965,0.8764230012893677/0.6826760768890381/0.2041899412870407
30.0,0.8769399832796168/0.4304603972920665/0.061417060628257414,0.8970972299575806/0.23765376210212708/-0.048124540597200394,0.8975104689598083/0.2281058132648468/-0.038225505501031876,0.8972121477127075/0.22748106718063354/-0.038290683180093765,0.8953010439872742/0.22540168464183807/-0.03836015239357948,0.8973286747932434/0.22818268835544586/-0.06766869127750397,0.8956094980239868/0.22767490148544312/-0.06767148524522781,0.8942161202430725/0.22709932923316956/-0.0677429661154747,0.8826853036880493/0.22770588099956512/0.012745666317641735,0.8838635683059692/0.2307051718235016/-0.1202261671423912,0.889217734336853/0.246547669172287/-0.02536207251250744,0.8885546326637268/0.24662795662879944/-0.06337828934192657,0.8560752868652344/0.27909180521965027/0.09374280273914337,0.8651406168937683/0.28812259435653687/-0.1737063229084015,0.8664115071296692/0.3674960136413574/0.18115945160388947,0.8642251491546631/0.3940970301628113/-0.17602001130580902,0.8959589004516602/0.38385340571403503/0.2037917971611023,0.9069917798042297/0.3872634768486023/-0.11825476586818695,0.8997362852096558/0.38865041732788086/0.21013608574867249,0.9185413718223572/0.38600826263427734/-0.13663554191589355,0.9026387333869934/0.377944678068161/0.19252635538578033,0.9184540510177612/0.37221890687942505/-0.1322954297065735,0.902344286441803/0.3767492473125458/0.19564805924892426,0.9133203625679016/0.37294885516166687/-0.11493849009275436,0.8577451109886169/0.4387035369873047/0.08164289593696594,0.8710262179374695/0.44677481055259705/-0.08161650598049164,0.8518908023834229/0.5518778562545776/0.17509709298610687,0.8538619875907898/0.5565320253372192/0.045006416738033295,0.8384523987770081/0.6579099297523499/0.28525474667549133,0.8443773984909058/0.6720554232597351/0.2089691460132599,0.8287660479545593/0.682019829750061/0.29431402683258057,0.8362030386924744/0.694246232509613/0.2245965301990509,0.8683074712753296/0.6758971810340881/0.2624220550060272,0.8754922747612/0.6827287673950195/0.18176564574241638
31.0,0.8748733732435439/0.4323554795097422/0.05550747468239731,0.8970422148704529/0.23753902316093445/-0.04699214547872543,0.8973763585090637/0.22786906361579895/-0.03394200652837753,0.8970668315887451/0.22725361585617065/-0.034021567553281784,0.8951175808906555/0.22539474070072174/-0.03407193720340729,0.8967928886413574/0.22793833911418915/-0.06454986333847046,0.8953097462654114/0.22747613489627838/-0.06458383798599243,0.8939944505691528/0.22693246603012085/-0.0646383985877037,0.881894588470459/0.227736696600914/0.020414264872670174,0.881134569644928/0.2306726723909378/-0.11030156910419464,0.8892679214477539/0.24650457501411438/-0.02171134017407894,0.8884949088096619/0.2466169148683548/-0.06086588278412819,0.8560675978660583/0.28088298439979553/0.09974280744791031,0.8649868965148926/0.28823649883270264/-0.170630544424057,0.8644114136695862/0.37193378806114197/0.16841763257980347,0.8652748465538025/0.39444705843925476/-0.1589469015598297,0.8893320560455322/0.3935754895210266/0.1730901151895523,0.9047237634658813/0.38745447993278503/-0.08532233536243439,0.8884584307670593/0.3994463086128235/0.17705807089805603,0.9146990776062012/0.3863580822944641/-0.09968113899230957,0.8901698589324951/0.38879838585853577/0.16105489432811737,0.9152387976646423/0.3722289800643921/-0.09474518150091171,0.8958806991577148/0.38821321725845337/0.164886936545372,0.9119591116905212/0.3729409873485565/-0.08132337778806686,0.8577227592468262/0.4387972056865692/0.08173145353794098,0.8705788254737854/0.4464726150035858/-0.08170516788959503,0.8519817590713501/0.5522915124893188/0.16555961966514587,0.8539327383041382/0.5565996766090393/0.027671484276652336,0.8384007811546326/0.658543050289154/0.2626596689224243,0.8444517254829407/0.6723113656044006/0.17031240463256836,0.8290525078773499/0.6828441023826599/0.27014419436454773,0.8362119793891907/0.6941201090812683/0.1839606761932373,0.8654565215110779/0.6752270460128784/0.24068237841129303,0.8747547268867493/0.6828051209449768/0.14354079961776733
32.0,0.8716586960686578/0.43291162892624185/0.056041183070866044,0.8942427039146423/0.23688361048698425/-0.025751259177923203,0.8921927809715271/0.2269090861082077/-0.014434332959353924,0.8919047713279724/0.22643108665943146/-0.014505870640277863,0.8907806277275085/0.22505994141101837/-0.014564162120223045,0.8947042226791382/0.22733530402183533/-0.04286696016788483,0.8902994394302368/0.22683033347129822/-0.04289504513144493,0.888988733291626/0.22647985816001892/-0.042991720139980316,0.8787968754768372/0.2278526872396469/0.03232342004776001,0.877501904964447/0.2306770235300064/-0.09274251759052277,0.8886047005653381/0.24637216329574585/-0.0046246969141066074,0.8876112699508667/0.2465258240699768/-0.04104279726743698,0.8554947376251221/0.2822723686695099/0.10889122635126114,0.8644666075706482/0.2882494330406189/-0.1609012335538864,0.8626880645751953/0.372795969247818/0.16735245287418365,0.8666583895683289/0.39397239685058594/-0.14889854192733765,0.8813846707344055/0.3958341181278229/0.17228847742080688,0.8997874855995178/0.38763970136642456/-0.06367066502571106,0.881140410900116/0.40227794647216797/0.1765502244234085,0.9043007493019104/0.3878299295902252/-0.07433416694402695,0.8816241025924683/0.3920131027698517/0.16324402391910553,0.9052959084510803/0.37479203939437866/-0.06990101933479309,0.8870493173599243/0.39137789607048035/0.16476735472679138,0.9038386344909668/0.37506458163261414/-0.059609513729810715,0.8572266101837158/0.43897876143455505/0.0817263275384903,0.8692616820335388/0.4460238218307495/-0.08170249313116074,0.851922333240509/0.5523672699928284/0.15968488156795502,0.8539555072784424/0.5565983057022095/0.008125457912683487,0.8374990820884705/0.6585938334465027/0.25118350982666016,0.8447160124778748/0.6724851131439209/0.12765291333198547,0.8265233635902405/0.6793635487556458/0.25784704089164734,0.8363213539123535/0.6942557096481323/0.13913457095623016,0.8621042370796204/0.6746541857719421/0.22875431180000305,0.874768078327179/0.6828626394271851/0.09676465392112732
33.0,0.8725305839821145/0.43194854976954283/0.049905741656268085,0.892408013343811/0.23329833149909973/-0.030761463567614555,0.8919947743415833/0.2240971475839615/-0.01766774244606495,0.8889695405960083/0.22312606871128082/-0.017745845019817352,0.8883316516876221/0.22233843803405762/-0.017780084162950516,0.8930080533027649/0.2250836342573166/-0.04664066806435585,0.8902655839920044/0.22485573589801788/-0.04669029265642166,0.8862459659576416/0.22441206872463226/-0.04677731171250343,0.8777289390563965/0.2271672636270523/0.02742720954120159,0.8759217262268066/0.2299986332654953/-0.09692647308111191,0.8885438442230225/0.2442818582057953/-0.007656048983335495,0.8875879049301147/0.24461542069911957/-0.04430359974503517,0.8558129072189331/0.2823704779148102/0.10433082282543182,0.8645198345184326/0.2895106077194214/-0.16193553805351257,0.8628344535827637/0.3732205927371979/0.1567237228155136,0.8688647747039795/0.3945298194885254/-0.15471763908863068,0.884475588798523/0.39154472947120667/0.15189044177532196,0.9002135396003723/0.3877827227115631/-0.07361999899148941,0.8841444849967957/0.39614337682724/0.15385231375694275,0.9075348973274231/0.3880893588066101/-0.0858670100569725,0.8881222605705261/0.3872101604938507/0.1394559144973755,0.9083365201950073/0.3747028112411499/-0.082179494202137,0.8904923796653748/0.3856440484523773/0.1437666118144989,0.9041276574134827/0.37500911951065063/-0.06987768411636353,0.85721755027771/0.4389735162258148/0.0817052349448204,0.8693324327468872/0.4459410309791565/-0.08167798817157745,0.851923406124115/0.5525652766227722/0.15559373795986176,0.8540188670158386/0.5566054582595825/0.01148216426372528,0.8381967544555664/0.6585743427276611/0.24249212443828583,0.8448048233985901/0.6724339127540588/0.13900214433670044,0.8258551955223083/0.6798800826072693/0.24867761135101318,0.8363984823226929/0.6940000653266907/0.15122930705547333,0.8641329407691956/0.6755917072296143/0.218660369515419,0.8747755885124207/0.6829261183738708/0.1106882318854332
34.0,0.8722156529073362/0.4317894997420134/0.04287547708588169,0.8906641602516174/0.2320891171693802/-0.018147660419344902,0.8872442245483398/0.22331079840660095/-0.008382441475987434,0.8861855864524841/0.22183802723884583/-0.008444519713521004,0.8856359124183655/0.22121208906173706/-0.008497041650116444,0.8868761658668518/0.2241571843624115/-0.0355219729244709,0.8855887651443481/0.2241445630788803/-0.03554869443178177,0.8835582137107849/0.22397646307945251/-0.03563738986849785,0.8708739280700684/0.2275574505329132/0.0327816866338253,0.8727874159812927/0.23000513017177582/-0.08726499229669571,0.8878440260887146/0.24335351586341858/0.0009919534204527736,0.8868752121925354/0.24382832646369934/-0.03368554636836052,0.8563680648803711/0.28585731983184814/0.10299324244260788,0.864386260509491/0.290402352809906/-0.1517534703016281,0.8634541630744934/0.3733198046684265/0.1507464498281479,0.8729945421218872/0.3933667540550232/-0.13922744989395142,0.8853209018707275/0.39016735553741455/0.1489560604095459,0.8994088768959045/0.3870268166065216/-0.05390169471502304,0.8871119618415833/0.3959706425666809/0.1511758267879486,0.9053511619567871/0.38811779022216797/-0.06273046880960464,0.89028000831604/0.3865452706813812/0.13816282153129578,0.9042866826057434/0.37448328733444214/-0.06017422303557396,0.8911916613578796/0.38437196612358093/0.14136993885040283,0.9021956324577332/0.37466123700141907/-0.05041077360510826,0.8600165247917175/0.4434952735900879/0.07744394242763519,0.8686328530311584/0.445430189371109/-0.07740003615617752,0.8519155383110046/0.5526208877563477/0.12212450802326202,0.8540259599685669/0.556046724319458/-0.0004616581427399069,0.8384110927581787/0.6587874293327332/0.1847894936800003,0.8449423313140869/0.6708791851997375/0.10447822511196136,0.8252260088920593/0.6780385971069336/0.18854516744613647,0.8376654982566833/0.691257894039154/0.11475557833909988,0.863008439540863/0.6778455376625061/0.1569066345691681,0.8745837211608887/0.6827906370162964/0.07657432556152344
35.0,0.8699577892268145/0.4322517094788728/0.03689330585162948,0.8839986324310303/0.22694583237171173/-0.006390208378434181,0.876640260219574/0.22124610841274261/0.00028277223464101553,0.8753852248191833/0.22102899849414825/0.00022564941900782287,0.8742188811302185/0.22106003761291504/0.00017977779498323798,0.8776479959487915/0.22111020982265472/-0.024423666298389435,0.8768799304962158/0.2213316112756729/-0.024445252493023872,0.8760265707969666/0.22149544954299927/-0.02458338253200054,0.8639259934425354/0.22845058143138885/0.03179071471095085,0.8609238862991333/0.23001278936862946/-0.08041246980428696,0.8829326033592224/0.23913104832172394/0.008278047665953636,0.8831505179405212/0.23868125677108765/-0.023732906207442284,0.857545793056488/0.2890910804271698/0.0861080139875412,0.8644047379493713/0.2893959581851959/-0.13289692997932434,0.8644744753837585/0.373421311378479/0.1314387321472168,0.8744133710861206/0.38404566049575806/-0.12551741302013397,0.8821027278900146/0.39124011993408203/0.13716530799865723,0.8932396769523621/0.38782843947410583/-0.061260804533958435,0.8831369876861572/0.39925748109817505/0.1395038366317749,0.901519238948822/0.3957710266113281/-0.07108651101589203,0.8860452175140381/0.38937026262283325/0.12696203589439392,0.9001528024673462/0.3843270242214203/-0.06916262209415436,0.8867977857589722/0.3858281672000885/0.13028956949710846,0.8970382213592529/0.3819330036640167/-0.058773383498191833,0.8626723885536194/0.4466148316860199/0.058860551565885544,0.8689188361167908/0.4457923173904419/-0.05883055552840233,0.8519614338874817/0.5534091591835022/0.08559286594390869,0.8539018630981445/0.5548074841499329/0.012517872266471386,0.8381968140602112/0.6607316136360168/0.14698556065559387,0.8456045985221863/0.6690629124641418/0.11432355642318726,0.8260743021965027/0.680983304977417/0.15091440081596375,0.8533351421356201/0.6825487613677979/0.12389056384563446,0.8496748805046082/0.6793299913406372/0.11390936374664307,0.8727173805236816/0.6827847361564636/0.08565206825733185
41.0,0.1569549791790821/1.0329338157618488/0.007561293879040965,0.17116710543632507/0.6918783187866211/-0.2021803855895996,0.1612285077571869/0.6714989542961121/-0.18709562718868256,0.1613459587097168/0.6711564660072327/-0.1871260404586792,0.16157303750514984/0.6708672642707825/-0.18717898428440094,0.1558145135641098/0.672869086265564/-0.22302766144275665,0.154275044798851/0.6717005968093872/-0.2231585830450058,0.1486152559518814/0.672951340675354/-0.22337035834789276,0.14932619035243988/0.6731460690498352/-0.10415904223918915,0.1276409924030304/0.6811060309410095/-0.26404207944869995,0.17007297277450562/0.7098726034164429/-0.1681334674358368,0.16234126687049866/0.7132790088653564/-0.2141512632369995,0.15937232971191406/0.7732235193252563/-0.008374523371458054,0.08353658020496368/0.8088104128837585/-0.28619465231895447,0.17046532034873962/0.9166120886802673/0.08276242762804031,0.08149506896734238/0.969767153263092/-0.25346505641937256,0.1760396957397461/0.9832256436347961/0.09638465195894241,0.1142299473285675/1.0655673742294312/-0.18429239094257355,0.18311896920204163/1.0035626888275146/0.09301373362541199,0.11844688653945923/1.0981582403182983/-0.2005482316017151,0.1775648146867752/0.9993768334388733/0.08134157955646515,0.12670022249221802/1.0863677263259888/-0.21174021065235138,0.17323903739452362/0.9932525157928467/0.08914436399936676,0.12476298213005066/1.0738048553466797/-0.18712686002254486,0.1840612292289734/1.0147864818572998/0.07178257405757904,0.12945865094661713/1.0373886823654175/-0.07139842957258224,0.19959931075572968/1.183910846710205/0.1957748979330063,0.1470927745103836/1.2127104997634888/0.033171646296978,0.20378658175468445/1.3313603401184082/0.42659932374954224,0.1468989998102188/1.3592967987060547/0.23768386244773865,0.20049890875816345/1.3576983213424683/0.4418295919895172,0.14002177119255066/1.3866500854492188/0.251626580953598,0.23001451790332794/1.3717862367630005/0.3453916311264038,0.1868313103914261/1.3926136493682861/0.1134546622633934
42.0,0.15886687514958558/1.04998790997046/-0.005005884846603429,0.17611026763916016/0.6834357976913452/-0.1968262493610382,0.16635605692863464/0.661692202091217/-0.18299594521522522,0.16634593904018402/0.6607159972190857/-0.18302926421165466,0.16649410128593445/0.6598790287971497/-0.18309807777404785,0.16243423521518707/0.665110170841217/-0.21768900752067566,0.15837222337722778/0.6669721007347107/-0.21781224012374878,0.15570271015167236/0.6685243248939514/-0.2179800570011139,0.1495574563741684/0.6702597141265869/-0.10586969554424286,0.1288866251707077/0.6809386610984802/-0.2637573778629303,0.17279870808124542/0.7036749720573425/-0.1662486344575882,0.16564403474330902/0.7089329957962036/-0.21083734929561615,0.15191982686519623/0.7730810046195984/-0.013483686372637749,0.08532389253377914/0.8109786510467529/-0.2852664589881897,0.16744302213191986/0.9176598787307739/0.06847910583019257,0.08216414600610733/0.9776039123535156/-0.24667587876319885,0.1759849190711975/1.0053045749664307/0.08644264191389084,0.1097949892282486/1.0850692987442017/-0.17033226788043976,0.1835293471813202/1.0305216312408447/0.08357062190771103,0.11145412921905518/1.1200861930847168/-0.18275833129882812,0.17762939631938934/1.0264322757720947/0.0706394761800766,0.12077175825834274/1.1086918115615845/-0.19177557528018951,0.17323154211044312/1.019275426864624/0.07859550416469574,0.11954092234373093/1.0956369638442993/-0.173000767827034,0.18412679433822632/1.0210572481155396/0.07120990008115768,0.13223698735237122/1.050439715385437/-0.07077067345380783,0.20308659970760345/1.203072190284729/0.17502397298812866,0.15399782359600067/1.2467598915100098/0.01976349577307701,0.21230512857437134/1.3603026866912842/0.373154878616333,0.1526634395122528/1.4031609296798706/0.17838549613952637,0.20806163549423218/1.3907546997070312/0.3853547275066376,0.14342020452022552/1.4341837167739868/0.18866220116615295,0.249076709151268/1.3929978609085083/0.30800437927246094,0.19864532351493835/1.4293608665466309/0.055157653987407684
43.0,0.15905077286340571/1.0575766342657584/-0.002372832934337634,0.17936787009239197/0.6772527098655701/-0.18947046995162964,0.1695321649312973/0.6550321578979492/-0.17666484415531158,0.1691291183233261/0.6540849208831787/-0.17669761180877686,0.16885383427143097/0.6532378792762756/-0.17678402364253998,0.16675271093845367/0.6587411761283875/-0.21141298115253448,0.16213135421276093/0.6615681052207947/-0.21154068410396576,0.16055545210838318/0.6630428433418274/-0.21169672906398773,0.149673730134964/0.6675832867622375/-0.10608108341693878,0.13013456761837006/0.6799319982528687/-0.26370003819465637,0.17439061403274536/0.6991857290267944/-0.16152015328407288,0.16796664893627167/0.7050580978393555/-0.2059033215045929,0.14762279391288757/0.7727516293525696/-0.01517243217676878,0.08686208724975586/0.8119207620620728/-0.2856263816356659,0.16260261833667755/0.9205116033554077/0.0660143718123436,0.08269309997558594/0.9828298687934875/-0.24474576115608215,0.17226490378379822/1.019433617591858/0.08725115656852722,0.10919581353664398/1.096519947052002/-0.16093212366104126,0.18111495673656464/1.046495795249939/0.08423631638288498,0.11045555770397186/1.1330457925796509/-0.17262905836105347,0.17390328645706177/1.0431777238845825/0.07161463052034378,0.12040428817272186/1.1218684911727905/-0.18018369376659393,0.16923753917217255/1.0353124141693115/0.07955566793680191,0.11914331465959549/1.1084561347961426/-0.16292354464530945,0.18407417833805084/1.0246769189834595/0.07121197134256363,0.13433770835399628/1.0560083389282227/-0.07077360153198242,0.20408084988594055/1.211757779121399/0.1752072125673294,0.1574251651763916/1.2573291063308716/0.017697004601359367,0.21350005269050598/1.372022032737732/0.377407431602478,0.15478560328483582/1.4160155057907104/0.17757071554660797,0.20899754762649536/1.4033942222595215/0.39017149806022644,0.14483527839183807/1.4481350183486938/0.18814146518707275,0.2523502707481384/1.4034122228622437/0.3146613836288452,0.20295052230358124/1.4404823780059814/0.05485434830188751
44.0,0.1549681579625165/1.0670620600382488/-0.004165308412026476,0.1777016520500183/0.6784166097640991/-0.18679501116275787,0.1661357432603836/0.6552900671958923/-0.1741494983434677,0.16559723019599915/0.6543112993240356/-0.17419981956481934,0.16517198085784912/0.6534464955329895/-0.17429542541503906,0.16333167254924774/0.65920490026474/-0.2091943770647049,0.15808740258216858/0.6618770360946655/-0.20932024717330933,0.1558431088924408/0.6631642580032349/-0.20950418710708618,0.14397339522838593/0.6708163619041443/-0.10596184432506561,0.1293630748987198/0.6814621090888977/-0.26320627331733704,0.17006158828735352/0.7000194787979126/-0.15858802199363708,0.16583973169326782/0.7051125168800354/-0.20313100516796112,0.14071477949619293/0.7760983109474182/-0.01508769765496254,0.08758154511451721/0.8142789602279663/-0.28928786516189575,0.15203291177749634/0.9334515929222107/0.05756023898720741,0.08480927348136902/0.9898058772087097/-0.24705512821674347,0.16102567315101624/1.0383784770965576/0.0685638040304184,0.104388028383255/1.1081997156143188/-0.16498033702373505,0.16981029510498047/1.0663436651229858/0.06381843239068985,0.10297664999961853/1.1448167562484741/-0.1786075234413147,0.16204099357128143/1.0634782314300537/0.049049023538827896,0.11328732222318649/1.1350783109664917/-0.18643201887607574,0.15785779058933258/1.0552029609680176/0.059475671499967575,0.11287576705217361/1.1222673654556274/-0.16701450943946838,0.18202894926071167/1.0315874814987183/0.07270113378763199,0.13472497463226318/1.0606211423873901/-0.07226357609033585,0.2040477842092514/1.2207797765731812/0.17863322794437408,0.15750524401664734/1.2636547088623047/0.015193330124020576,0.21259012818336487/1.3829349279403687/0.3897113800048828,0.15440866351127625/1.425628900527954/0.18902595341205597,0.2084646224975586/1.413489818572998/0.40344494581222534,0.1447165459394455/1.4565848112106323/0.20084090530872345,0.24871976673603058/1.4179314374923706/0.31563398241996765,0.20059311389923096/1.454235315322876/0.06229545548558235
45.0,0.15220812321813018/1.0648763179779053/-0.007987562773956193,0.1726958155632019/0.6794109344482422/-0.19356274604797363,0.1605793535709381/0.6570791602134705/-0.1824922114610672,0.16009855270385742/0.6561809778213501/-0.18254968523979187,0.1597125232219696/0.6553823351860046/-0.18263684213161469,0.15745703876018524/0.6605446934700012/-0.21554644405841827,0.15257056057453156/0.6626133322715759/-0.21566292643547058,0.1497044861316681/0.6638776659965515/-0.21585340797901154,0.13937067985534668/0.6714891791343689/-0.1173284575343132,0.1271485686302185/0.6815631985664368/-0.26701968908309937,0.16408340632915497/0.7002366185188293/-0.1663990616798401,0.16059716045856476/0.7054464221000671/-0.2085328996181488,0.13651341199874878/0.7772553563117981/-0.024093519896268845,0.08854621648788452/0.814172625541687/-0.2933458387851715,0.1467389315366745/0.934018075466156/0.03844242915511131,0.0895967185497284/0.9905111789703369/-0.24720555543899536,0.1567411869764328/1.0364353656768799/0.04065077006816864,0.10050330311059952/1.1081161499023438/-0.16577227413654327,0.16456730663776398/1.0635714530944824/0.03471454977989197,0.09698933362960815/1.143619418144226/-0.1804591864347458,0.1575755923986435/1.0604873895645142/0.020359773188829422,0.10593726485967636/1.1345194578170776/-0.18779516220092773,0.15356333553791046/1.0527316331863403/0.03183988109230995,0.10655032843351364/1.122221827507019/-0.16781838238239288,0.17841191589832306/1.0304558277130127/0.07270190864801407,0.13511404395103455/1.0590916872024536/-0.07226944714784622,0.20280961692333221/1.2160733938217163/0.1840953230857849,0.15812957286834717/1.2588717937469482/0.016399113461375237,0.212029829621315/1.3759466409683228/0.4046033024787903,0.15495531260967255/1.4196584224700928/0.19606851041316986,0.20791299641132355/1.4063509702682495/0.41921311616897583,0.1456310898065567/1.4503365755081177/0.2078532725572586,0.24766774475574493/1.411187767982483/0.340437650680542,0.1992386430501938/1.4478812217712402/0.06855842471122742
46.0,0.15152049671720574/1.064516528888985/-0.010819599170375753,0.17118164896965027/0.6800046563148499/-0.2154882848262787,0.15948869287967682/0.6573580503463745/-0.20395365357398987,0.15927883982658386/0.6563211679458618/-0.2039928287267685,0.1591433435678482/0.6555919051170349/-0.20407426357269287,0.15548263490200043/0.6610798239707947/-0.2370246946811676,0.15066885948181152/0.6628570556640625/-0.2371482253074646,0.14722971618175507/0.6642439961433411/-0.23733842372894287,0.13967563211917877/0.6729966998100281/-0.13276007771492004,0.12584391236305237/0.6818633675575256/-0.2812672555446625,0.16320092976093292/0.7004271149635315/-0.18528729677200317,0.15665318071842194/0.7054513692855835/-0.22740061581134796,0.13973259925842285/0.7769359350204468/-0.035204336047172546,0.08846691995859146/0.8141427636146545/-0.3003314733505249,0.14868365228176117/0.9332866668701172/0.036168888211250305,0.08899253606796265/0.9900753498077393/-0.25111544132232666,0.1579439640045166/1.0322176218032837/0.046628668904304504,0.09563078731298447/1.1048635244369507/-0.16677825152873993,0.16573643684387207/1.0588897466659546/0.04343967139720917,0.09203683584928513/1.1399192810058594/-0.18204927444458008,0.15942779183387756/1.0555838346481323/0.02822742983698845,0.10019437968730927/1.1307406425476074/-0.19013172388076782,0.15518787503242493/1.0478341579437256/0.037876468151807785,0.10089201480150223/1.1182843446731567/-0.1690201759338379,0.17795397341251373/1.031472086906433/0.07264107465744019,0.13494829833507538/1.0591789484024048/-0.07221785187721252,0.20263126492500305/1.217760443687439/0.18457439541816711,0.15803787112236023/1.2600001096725464/0.017971176654100418,0.21192435920238495/1.3788912296295166/0.4047958254814148,0.15581099689006805/1.422507405281067/0.20028966665267944,0.20767062902450562/1.4093691110610962/0.41933730244636536,0.1467086225748062/1.45287024974823/0.21243374049663544,0.24740175902843475/1.4142074584960938/0.340133398771286,0.19848453998565674/1.4521721601486206/0.07240517437458038
