Frame,Centre,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
12.0,0.11825837691624959/0.5479806142824667/-0.082698421932205,0.09883029013872147/0.36622390151023865/-0.2704559564590454,0.10146857798099518/0.353818416595459/-0.25788968801498413,0.10454653203487396/0.3529292345046997/-0.25790339708328247,0.10743315517902374/0.35217970609664917/-0.2579212188720703,0.09277717024087906/0.3557145297527313/-0.2643069624900818,0.08988123387098312/0.35641735792160034/-0.2643582224845886,0.0873095840215683/0.3580094575881958/-0.26440489292144775,0.11212776601314545/0.3552149534225464/-0.1691792905330658,0.08290024101734161/0.3663840591907501/-0.18621012568473816,0.10548774898052216/0.37466421723365784/-0.2323797196149826,0.094561368227005/0.37746527791023254/-0.2413899004459381,0.13679341971874237/0.40673765540122986/-0.07579974830150604,0.0608130618929863/0.42213553190231323/-0.13359662890434265,0.15599508583545685/0.4646745026111603/-0.052301593124866486,0.027972418814897537/0.4913967549800873/-0.13368777930736542,0.14767779409885406/0.5023419260978699/-0.16428324580192566,0.060253243893384933/0.5177304148674011/-0.19009461998939514,0.144414484500885/0.5152053236961365/-0.1921672821044922,0.06881740689277649/0.531400203704834/-0.21177637577056885,0.13851143419742584/0.5063607692718506/-0.2090563029050827,0.07336905598640442/0.5217651128768921/-0.2220132052898407,0.13833098113536835/0.5028404593467712/-0.17349430918693542,0.07212233543395996/0.5167371034622192/-0.19383187592029572,0.13433043658733368/0.559856653213501/0.03300242871046066,0.09546951204538345/0.5701779127120972/-0.033113233745098114,0.16631044447422028/0.6599175333976746/0.10160760581493378,0.1048354059457779/0.6761390566825867/-0.022021032869815826,0.1995285451412201/0.7425612211227417/0.21605722606182098,0.1103101521730423/0.7614997625350952/0.07943849265575409,0.1973659247159958/0.761906623840332/0.22294914722442627,0.10900677740573883/0.7725412249565125/0.08591844141483307,0.23304815590381622/0.7511962056159973/0.146996408700943,0.12379268556833267/0.8004022240638733/-0.01197491679340601
13.0,0.1176303418836108/0.5485695236259036/-0.0944759728455985,0.09682222455739975/0.36720749735832214/-0.2946665585041046,0.09936396032571793/0.35470888018608093/-0.28365403413772583,0.10248579829931259/0.35382047295570374/-0.28365564346313477,0.10533958673477173/0.3531702756881714/-0.28367382287979126,0.09009744226932526/0.3570385277271271/-0.28795260190963745,0.08696787059307098/0.35792064666748047/-0.2880094051361084,0.08422617614269257/0.3594192564487457/-0.28802192211151123,0.10988616943359375/0.35565051436424255/-0.18856766819953918,0.07945193350315094/0.36720937490463257/-0.2085483968257904,0.10360795259475708/0.37517425417900085/-0.2560407519340515,0.09239792078733444/0.3784692883491516/-0.26234668493270874,0.136664479970932/0.40613996982574463/-0.09806562215089798,0.057269684970378876/0.4232620894908905/-0.1428779810667038,0.1604444980621338/0.4642200171947479/-0.08054174482822418,0.028637012466788292/0.49240541458129883/-0.14351823925971985,0.1498415321111679/0.5004445910453796/-0.1923724114894867,0.0590924434363842/0.5192191004753113/-0.19025835394859314,0.14568476378917694/0.5138081312179565/-0.2201358824968338,0.06789800524711609/0.5331037044525146/-0.21218983829021454,0.14074870944023132/0.505443274974823/-0.23417067527770996,0.07242308557033539/0.5246842503547668/-0.2231902778148651,0.1407972276210785/0.5017113089561462/-0.19974249601364136,0.07097820192575455/0.5188642740249634/-0.19502301514148712,0.1343536078929901/0.5597099661827087/0.03046904131770134,0.09347987174987793/0.5705979466438293/-0.03058716095983982,0.16455385088920593/0.6598957777023315/0.09927450865507126,0.10352583229541779/0.6760886311531067/-0.023707574233412743,0.19745387136936188/0.7441497445106506/0.21101577579975128,0.11020362377166748/0.7636231780052185/0.07925592362880707,0.19550415873527527/0.7638038992881775/0.21771033108234406,0.10912914574146271/0.7744922637939453/0.08528368175029755,0.23219087719917297/0.7514069676399231/0.1429571658372879,0.12297854572534561/0.8005917072296143/-0.02026636153459549
14.0,0.1166524424183148/0.5481555494997237/-0.09327680445103734,0.09482696652412415/0.36752966046333313/-0.2879675626754761,0.09718600660562515/0.3547831177711487/-0.2767420709133148,0.10023440420627594/0.35389789938926697/-0.27673861384391785,0.10303059965372086/0.3533264100551605/-0.27674800157546997,0.08796074241399765/0.3573896288871765/-0.2812843322753906,0.08479338884353638/0.35842302441596985/-0.281339555978775,0.08194538950920105/0.35995522141456604/-0.28134885430336,0.10781246423721313/0.3557514250278473/-0.18060800433158875,0.07715512812137604/0.3676896095275879/-0.2037227898836136,0.10175156593322754/0.3753310739994049/-0.24907644093036652,0.09069119393825531/0.37882357835769653/-0.25575318932533264,0.1365036815404892/0.4043309986591339/-0.08992090076208115,0.054758913815021515/0.42377814650535583/-0.14459854364395142,0.1628444641828537/0.4551846385002136/-0.06847423315048218,0.023837881162762642/0.491947203874588/-0.14740481972694397,0.14990338683128357/0.49978670477867126/-0.17907676100730896,0.059509068727493286/0.5184418559074402/-0.21684113144874573,0.14661619067192078/0.5124899744987488/-0.20643332600593567,0.06873694807291031/0.5329331755638123/-0.24149318039417267,0.1411651074886322/0.5044329166412354/-0.2209254503250122,0.07277705520391464/0.5240108966827393/-0.24990764260292053,0.1411600261926651/0.5005272626876831/-0.18655702471733093,0.07017704844474792/0.5188843011856079/-0.22008614242076874,0.13440720736980438/0.5596750974655151/0.029765209183096886,0.09248222410678864/0.570384681224823/-0.02988014742732048,0.16345782577991486/0.6604173183441162/0.10506942123174667,0.1026412695646286/0.6758227944374084/-0.02403317205607891,0.1950414627790451/0.7443178296089172/0.22566089034080505,0.10994450002908707/0.7635875940322876/0.07523690909147263,0.1933535486459732/0.7640933394432068/0.23331698775291443,0.10913735628128052/0.7743322849273682/0.08111878484487534,0.22656694054603577/0.7552123665809631/0.15774086117744446,0.12235651910305023/0.8004831075668335/-0.02362232096493244
15.0,0.11469736853959384/0.5480690918586872/-0.07600013152868659,0.09285227209329605/0.3675970137119293/-0.2798455059528351,0.09542933106422424/0.35487863421440125/-0.26991331577301025,0.09854642301797867/0.35404205322265625/-0.2698965072631836,0.10141386091709137/0.3534656763076782/-0.2699015736579895,0.08557375520467758/0.35740354657173157/-0.2741122543811798,0.08214987069368362/0.35841938853263855/-0.2741658687591553,0.07908058166503906/0.3598739504814148/-0.2741774320602417,0.10625810921192169/0.35596349835395813/-0.18053056299686432,0.07365754246711731/0.36763736605644226/-0.20061814785003662,0.09995085000991821/0.37543246150016785/-0.24280798435211182,0.08826747536659241/0.3790491819381714/-0.24923543632030487,0.13511252403259277/0.4030669629573822/-0.09441543370485306,0.05050690099596977/0.42454907298088074/-0.1441224068403244,0.16242742538452148/0.4505390524864197/-0.057319968938827515,0.019794588908553123/0.49167388677597046/-0.144660085439682,0.14830943942070007/0.49934130907058716/-0.12263016402721405,0.056897711008787155/0.5182701945304871/-0.20895567536354065,0.14479590952396393/0.5117346048355103/-0.14286254346370697,0.0675099566578865/0.5326851606369019/-0.2302745133638382,0.14000335335731506/0.5038271546363831/-0.1561441570520401,0.07093429565429688/0.523373007774353/-0.2375992238521576,0.13999053835868835/0.4998651444911957/-0.1280280202627182,0.06813163310289383/0.5189027190208435/-0.21136638522148132,0.13387270271778107/0.5595831274986267/0.024425331503152847,0.09126393496990204/0.5704872012138367/-0.024566728621721268,0.16203686594963074/0.6618126630783081/0.10813955962657928,0.1024685874581337/0.6757910847663879/0.00498063862323761,0.19141723215579987/0.7442540526390076/0.22985431551933289,0.10981549322605133/0.7635468244552612/0.1014082282781601,0.1900824010372162/0.7633365988731384/0.23823821544647217,0.10917709022760391/0.773919939994812/0.10832313448190689,0.21906492114067078/0.761125922203064/0.166346937417984,0.1222291961312294/0.8005002737045288/0.02226303145289421
16.0,0.11274074687174072/0.548840093391913/-0.06423233242498504,0.09105224907398224/0.3661014437675476/-0.2687773108482361,0.09389674663543701/0.35272935032844543/-0.2657473385334015,0.09699871391057968/0.35208311676979065/-0.2656596302986145,0.09985658526420593/0.3516961336135864/-0.26564472913742065,0.08381174504756927/0.354976624250412/-0.26466333866119385,0.08030671626329422/0.3558422029018402/-0.2647406756877899,0.07713449746370316/0.3569757044315338/-0.26476219296455383,0.10511825978755951/0.35485270619392395/-0.18003317713737488,0.07173466682434082/0.3651546239852905/-0.19861170649528503,0.09872515499591827/0.37474000453948975/-0.24104484915733337,0.0866432636976242/0.3776281476020813/-0.2405637502670288,0.13436517119407654/0.40263038873672485/-0.10197342932224274,0.04737560451030731/0.4243543744087219/-0.14097443222999573,0.163140669465065/0.44980093836784363/-0.04280202090740204,0.00990057922899723/0.4954330623149872/-0.12645484507083893,0.14473548531532288/0.4985944628715515/-0.07229620963335037,0.056444376707077026/0.5192520022392273/-0.15830238163471222,0.14064423739910126/0.5114557147026062/-0.08454184234142303,0.06879919767379761/0.5330772399902344/-0.172123521566391,0.1360550820827484/0.5045421719551086/-0.0935056135058403,0.07283753901720047/0.5236486792564392/-0.1740087866783142,0.1362764686346054/0.5001204609870911/-0.07460115849971771,0.06963424384593964/0.5192112326622009/-0.15729935467243195,0.13159403204917908/0.5593513250350952/0.017982807010412216,0.08637943118810654/0.5706790089607239/-0.01817222498357296,0.16082358360290527/0.6648156046867371/0.060857970267534256,0.10098453611135483/0.676288366317749/0.019797926768660545,0.1901891678571701/0.7480434775352478/0.15114861726760864,0.10973937809467316/0.7640819549560547/0.12791956961154938,0.18903478980064392/0.7654658555984497/0.15646594762802124,0.10946466773748398/0.7749188542366028/0.13628140091896057,0.2106630802154541/0.7736584544181824/0.0824945792555809,0.1216452494263649/0.8007819652557373/0.05886482074856758
17.0,0.11135285678837034/0.5484674219731931/-0.05745457871644585,0.09029275178909302/0.36354488134384155/-0.2419213056564331,0.09321176260709763/0.3504830598831177/-0.23586387932300568,0.09625496715307236/0.35013994574546814/-0.23581235110759735,0.09909109771251678/0.35001426935195923/-0.23579899966716766,0.08321277052164078/0.3520455062389374/-0.23958134651184082,0.07967595756053925/0.3527281880378723/-0.2396440953016281,0.07640670239925385/0.3535965383052826/-0.2396671324968338,0.10408403724431992/0.35403892397880554/-0.16649800539016724,0.07042448967695236/0.36267852783203125/-0.1880788654088974,0.09772805869579315/0.3731357753276825/-0.21403510868549347,0.08568019419908524/0.375221848487854/-0.21959301829338074,0.13190792500972748/0.4023708999156952/-0.09517169743776321,0.044309236109256744/0.4242345094680786/-0.13840070366859436,0.16238491237163544/0.4498322904109955/-0.0400361530482769,0.007106665521860123/0.49795666337013245/-0.12635323405265808,0.14293749630451202/0.4981133043766022/-0.0801355317234993,0.05477733537554741/0.5193004012107849/-0.1507614552974701,0.13844893872737885/0.511244535446167/-0.09424818307161331,0.068680539727211/0.5331699848175049/-0.16423717141151428,0.13427326083183289/0.5048072934150696/-0.10071302950382233,0.07278937846422195/0.5239856839179993/-0.16502979397773743,0.13455930352210999/0.5002312660217285/-0.08206622302532196,0.06903573125600815/0.5196363925933838/-0.14923734962940216,0.1308543086051941/0.5591943860054016/0.016968725249171257,0.0851660966873169/0.5708521008491516/-0.017169499769806862,0.15844452381134033/0.6647747755050659/0.06978549063205719,0.10124534368515015/0.6762282252311707/0.02170371636748314,0.18699149787425995/0.7476638555526733/0.16930288076400757,0.10975508391857147/0.7640511393547058/0.12713007628917694,0.1864408552646637/0.7653457522392273/0.17581570148468018,0.11016938835382462/0.7741329073905945/0.13532733917236328,0.20625372231006622/0.7720814347267151/0.10552449524402618,0.12178605794906616/0.8007926344871521/0.06085427850484848
18.0,0.11075829304064866/0.5482472998124582/-0.05325480840272374,0.08860737830400467/0.3628470003604889/-0.2388971745967865,0.0919855386018753/0.34998419880867004/-0.23274946212768555,0.09495554864406586/0.3498013913631439/-0.2327047884464264,0.09777821600437164/0.34981802105903625/-0.23269884288311005,0.08221717178821564/0.3510965406894684/-0.2361016720533371,0.0786958783864975/0.3515600264072418/-0.23616330325603485,0.07537489384412766/0.3521161377429962/-0.2361832559108734,0.1030602678656578/0.3541211783885956/-0.165296271443367,0.0695732831954956/0.3609072268009186/-0.18349865078926086,0.09550656378269196/0.3726471960544586/-0.2109144926071167,0.08385763317346573/0.37427324056625366/-0.21612508594989777,0.13038167357444763/0.4024246037006378/-0.09635140001773834,0.044374220073223114/0.42424118518829346/-0.1342853158712387,0.16209378838539124/0.4488266706466675/-0.035193730145692825,0.007117778994143009/0.4973640739917755/-0.11825933307409286,0.14391127228736877/0.497769296169281/-0.06122627109289169,0.05229931324720383/0.5197374224662781/-0.14068245887756348,0.13942721486091614/0.5111002326011658/-0.0726282075047493,0.0665472000837326/0.5333300828933716/-0.15296748280525208,0.13504096865653992/0.5045616030693054/-0.07993490993976593,0.07082253694534302/0.5241525769233704/-0.1540825366973877,0.1351696252822876/0.5000041127204895/-0.06284866482019424,0.06664992868900299/0.519848108291626/-0.13926732540130615,0.13013550639152527/0.5590617060661316/0.015717217698693275,0.08441199362277985/0.5707272887229919/-0.015930049121379852,0.15779629349708557/0.664867103099823/0.06965124607086182,0.10138194262981415/0.6763777136802673/0.021765412762761116,0.18670478463172913/0.7473745346069336/0.1619769036769867,0.10989274829626083/0.7641680240631104/0.12084698677062988,0.18650561571121216/0.7653723359107971/0.16778695583343506,0.11138297617435455/0.7741222381591797/0.12837907671928406,0.20598204433918/0.7716636061668396/0.09940097481012344,0.12183935940265656/0.8007867336273193/0.05498475953936577
19.0,0.11002036208217894/0.5480474454385263/-0.05093288411282831,0.08680912852287292/0.3618450462818146/-0.24331021308898926,0.09009920060634613/0.34913888573646545/-0.23663213849067688,0.09304483234882355/0.34901127219200134/-0.23659375309944153,0.09584935754537582/0.34909531474113464/-0.23659607768058777,0.08041965216398239/0.3501003086566925/-0.23958711326122284,0.07697758078575134/0.35046589374542236/-0.23964981734752655,0.07371648401021957/0.3508908152580261/-0.23967155814170837,0.10154654830694199/0.3537311851978302/-0.16626010835170746,0.06848010420799255/0.3590787649154663/-0.18230852484703064,0.09393052011728287/0.371882826089859/-0.21405474841594696,0.08241568505764008/0.3732151687145233/-0.21881262958049774,0.12974855303764343/0.4024370312690735/-0.09779448807239532,0.04400447756052017/0.42415982484817505/-0.13158829510211945,0.16171762347221375/0.4483899474143982/-0.02853775955736637,0.007327220402657986/0.49676957726478577/-0.11308964341878891,0.142891526222229/0.4968065321445465/-0.04486696422100067,0.052042849361896515/0.5201887488365173/-0.13828012347221375,0.1378813087940216/0.5103201866149902/-0.054179299622774124,0.06628971546888351/0.5330141186714172/-0.15087318420410156,0.13340231776237488/0.5044438242912292/-0.061842113733291626,0.07077954709529877/0.523696780204773/-0.15211549401283264,0.1335846483707428/0.4998665452003479/-0.04623721167445183,0.06650732457637787/0.5195404887199402/-0.13701868057250977,0.12946739792823792/0.5589841604232788/0.014137457124888897,0.08334698528051376/0.5706412196159363/-0.014346642419695854,0.15751372277736664/0.6650974750518799/0.0561598539352417,0.10097374767065048/0.6772164106369019/0.015857849270105362,0.1863381713628769/0.7477216124534607/0.16157136857509613,0.10990563780069351/0.7647611498832703/0.12198162078857422,0.18581974506378174/0.7654098272323608/0.16858452558517456,0.11209587752819061/0.7745583653450012/0.1303425282239914,0.20380544662475586/0.7725884318351746/0.0974036306142807,0.12192394584417343/0.8009157776832581/0.05428941920399666
20.0,0.10934976598730793/0.5475743876563178/-0.0532203825811545,0.08604980260133743/0.3612961769104004/-0.28111696243286133,0.08932329714298248/0.34879347681999207/-0.2721845805644989,0.09224364906549454/0.3487245738506317/-0.2721274197101593,0.09502115100622177/0.3488604426383972/-0.27213385701179504,0.07989155501127243/0.3496290147304535/-0.2765137255191803,0.07649486511945724/0.34996506571769714/-0.2765866219997406,0.07323673367500305/0.35034266114234924/-0.27659741044044495,0.10028119385242462/0.3536742031574249/-0.18922916054725647,0.06757793575525284/0.35880106687545776/-0.21145184338092804,0.09300687909126282/0.37152737379074097/-0.2472071647644043,0.0815982073545456/0.3726925551891327/-0.2537173330783844,0.12847718596458435/0.4024863541126251/-0.10590796172618866,0.04282102733850479/0.42420756816864014/-0.14936178922653198,0.16051027178764343/0.4465593695640564/-0.012975010089576244,0.006097018718719482/0.496378093957901/-0.12184993922710419,0.14353646337985992/0.49418267607688904/-0.019576411694288254,0.050962187349796295/0.5204867720603943/-0.14933866262435913,0.13815094530582428/0.5087006092071533/-0.027496322989463806,0.0651957243680954/0.5327680110931396/-0.16349941492080688,0.13400253653526306/0.5037347674369812/-0.03878466784954071,0.0695912316441536/0.5236546993255615/-0.1667943149805069,0.13412678241729736/0.4989350736141205/-0.022366609424352646,0.06526635587215424/0.5195881128311157/-0.14879675209522247,0.12869268655776978/0.558512806892395/0.014457473531365395,0.08228220790624619/0.5705868005752563/-0.014629246667027473,0.1564742624759674/0.6649170517921448/0.052800633013248444,0.10024682432413101/0.677567183971405/0.011056645773351192,0.18555207550525665/0.7477048635482788/0.17106902599334717,0.10990308225154877/0.7643343210220337/0.13861483335494995,0.1845809519290924/0.7653316259384155/0.18383347988128662,0.11216522753238678/0.772782564163208/0.14912250638008118,0.20327909290790558/0.7725533843040466/0.10265296697616577,0.12201552093029022/0.8005443811416626/0.06354167312383652
21.0,0.10817840409085706/0.5477197678000839/-0.05570169334748277,0.08537702262401581/0.36146464943885803/-0.2804145812988281,0.08823298662900925/0.3489384353160858/-0.27066570520401,0.09102232754230499/0.34884512424468994/-0.27062174677848816,0.09369802474975586/0.3489513695240021/-0.27063673734664917,0.0789504125714302/0.3498899042606354/-0.27549782395362854,0.07557066529989243/0.3502909243106842/-0.2755649983882904,0.07233475148677826/0.3507460057735443/-0.2755821943283081,0.09866685420274734/0.35374823212623596/-0.1853787899017334,0.06664733588695526/0.35905811190605164/-0.2094041407108307,0.09214010089635849/0.37163883447647095/-0.24572455883026123,0.08111032098531723/0.37281888723373413/-0.25280076265335083,0.126864954829216/0.4026084244251251/-0.10412771999835968,0.04222182556986809/0.4241674244403839/-0.1484949290752411,0.15979193150997162/0.44696491956710815/-0.017348643392324448,0.005877652205526829/0.4963149130344391/-0.12493179738521576,0.1424942910671234/0.493582546710968/-0.03411499410867691,0.047368742525577545/0.5205389857292175/-0.15654930472373962,0.13623110949993134/0.5081527233123779/-0.04439488798379898,0.062472790479660034/0.5325693488121033/-0.17223207652568817,0.13218346238136292/0.5033985376358032/-0.05474991351366043,0.06639847904443741/0.5237807631492615/-0.17644836008548737,0.13260439038276672/0.49852150678634644/-0.036763086915016174,0.0619751438498497/0.5197709798812866/-0.15665464103221893,0.12717244029045105/0.5584064722061157/0.014509211294353008,0.08061087876558304/0.5705438852310181/-0.014666284434497356,0.15602648258209229/0.6652287244796753/0.028339827433228493,0.10009924322366714/0.6776033043861389/0.013050337322056293,0.18577978014945984/0.7496429085731506/0.16217359900474548,0.10982060432434082/0.7641679048538208/0.16466157138347626,0.1842278242111206/0.7654107213020325/0.17254123091697693,0.11209962517023087/0.7720968723297119/0.17736604809761047,0.20253749191761017/0.7754610776901245/0.08764340728521347,0.12201613187789917/0.8007720708847046/0.09096851944923401
22.0,0.10791563361676203/0.5477256344424354/-0.058155637631123816,0.08571259677410126/0.3615594804286957/-0.27929800748825073,0.08814311772584915/0.34913837909698486/-0.2694608271121979,0.0908249095082283/0.3490099310874939/-0.2694258689880371,0.09343938529491425/0.34906867146492004/-0.26944446563720703,0.07902593910694122/0.35014599561691284/-0.2752850651741028,0.07560736685991287/0.3505608141422272/-0.27534982562065125,0.07230888307094574/0.3509993255138397/-0.27536702156066895,0.0981241837143898/0.35378679633140564/-0.18308009207248688,0.0661909356713295/0.35914450883865356/-0.2117839753627777,0.09220582991838455/0.37165823578834534/-0.24401958286762238,0.08152475953102112/0.3728695809841156/-0.25240185856819153,0.12629997730255127/0.4026487469673157/-0.10171747207641602,0.04196661338210106/0.42412030696868896/-0.14942336082458496,0.15958507359027863/0.4472390413284302/-0.01758171245455742,0.005815437529236078/0.49609553813934326/-0.1266632378101349,0.1415223926305771/0.4935622811317444/-0.04546765983104706,0.047819770872592926/0.520653486251831/-0.15978695452213287,0.13538935780525208/0.5081384181976318/-0.059104323387145996,0.06288530677556992/0.531997799873352/-0.17604008316993713,0.13137711584568024/0.5033529996871948/-0.07014832645654678,0.06681439280509949/0.5234255194664001/-0.180571049451828,0.13177499175071716/0.4984460771083832/-0.048845402896404266,0.062171079218387604/0.5196892619132996/-0.1600864827632904,0.12685909867286682/0.5580704212188721/0.01516675017774105,0.08043260872364044/0.570464015007019/-0.015317651443183422,0.15591490268707275/0.6652362942695618/0.0408950112760067,0.09973683953285217/0.6775814890861511/0.007021916564553976,0.1844877302646637/0.7493814826011658/0.1805228590965271,0.10980315506458282/0.7646310925483704/0.14267343282699585,0.18258443474769592/0.7652244567871094/0.19322800636291504,0.11205948889255524/0.7726374268531799/0.15376588702201843,0.20262987911701202/0.7749962210655212/0.11077389866113663,0.12203415483236313/0.8019811511039734/0.06708725541830063
23.0,0.10762899408668831/0.5478236653186657/-0.060565146117436665,0.08549513667821884/0.3616744577884674/-0.25651293992996216,0.08779431879520416/0.34927767515182495/-0.24681906402111053,0.09041205048561096/0.34910351037979126/-0.246797114610672,0.09302782267332077/0.34909772872924805/-0.24681642651557922,0.07885165512561798/0.35033541917800903/-0.2523326277732849,0.07544736564159393/0.3507719933986664/-0.25238552689552307,0.07216064631938934/0.35122933983802795/-0.2523995339870453,0.09788189083337784/0.35387706756591797/-0.16398756206035614,0.06588461995124817/0.3592339754104614/-0.19166269898414612,0.09176873415708542/0.3717382550239563/-0.22297921776771545,0.08132954686880112/0.37301579117774963/-0.23095563054084778,0.12565270066261292/0.40268680453300476/-0.09120280295610428,0.042472805827856064/0.4238395690917969/-0.13302823901176453,0.15869514644145966/0.447357177734375/-0.029671400785446167,0.005811843555420637/0.49592816829681396/-0.11252287775278091,0.14151211082935333/0.4933810234069824/-0.09325584769248962,0.04802710935473442/0.5207889080047607/-0.145468071103096,0.13564977049827576/0.5079441070556641/-0.11361975967884064,0.06291432678699493/0.5318618416786194/-0.1615573763847351,0.13158228993415833/0.5027520060539246/-0.12173911184072495,0.06689344346523285/0.5233393311500549/-0.1658610850572586,0.13190239667892456/0.49781444668769836/-0.09646600484848022,0.06215197592973709/0.5196360945701599/-0.14546801149845123,0.1266273707151413/0.5577805042266846/0.0150354178622365,0.07994402945041656/0.5700113773345947/-0.015178894624114037,0.15587225556373596/0.6654936671257019/0.04219134896993637,0.09949648380279541/0.677498459815979/0.0068233744241297245,0.1820501983165741/0.7501210570335388/0.16971918940544128,0.11047226190567017/0.7659260034561157/0.13399049639701843,0.17948316037654877/0.7652044892311096/0.1798318326473236,0.11261989921331406/0.7740437388420105/0.1440351903438568,0.2002910077571869/0.7755603790283203/0.10421915352344513,0.12350032478570938/0.8027302622795105/0.06003258377313614
24.0,0.10727208492311614/0.5480620099438561/-0.06889007030123914,0.08466438204050064/0.36171388626098633/-0.24775347113609314,0.08702113479375839/0.3491142690181732/-0.23854978382587433,0.089686818420887/0.3489949107170105/-0.23852932453155518,0.0923650935292244/0.349032998085022/-0.23854708671569824,0.07780387252569199/0.35022246837615967/-0.24342234432697296,0.0743386521935463/0.3507472574710846/-0.2434743344783783,0.0710296630859375/0.35130932927131653/-0.2434925138950348,0.09749945998191833/0.35388296842575073/-0.1593877524137497,0.06492681801319122/0.3593931198120117/-0.18400457501411438,0.09115322679281235/0.3718359172344208/-0.2159537523984909,0.08045698702335358/0.3731699585914612/-0.22301891446113586,0.12568755447864532/0.40284058451652527/-0.09141141921281815,0.04160190373659134/0.4238046109676361/-0.12874630093574524,0.158237487077713/0.44739463925361633/-0.06183826923370361,0.00589709309861064/0.495784729719162/-0.1169339045882225,0.14217102527618408/0.4930172562599182/-0.1363164484500885,0.04686440899968147/0.5209059715270996/-0.15143021941184998,0.13641968369483948/0.5072700381278992/-0.15733399987220764,0.06126784160733223/0.5318353176116943/-0.16805638372898102,0.13230013847351074/0.500745952129364/-0.1634712666273117,0.06546927243471146/0.5231688022613525/-0.17274416983127594,0.13271895051002502/0.4960983991622925/-0.1388797163963318,0.06074770167469978/0.5194638967514038/-0.1519201546907425,0.12655764818191528/0.5577098727226257/0.01311021763831377,0.07952490448951721/0.5697905421257019/-0.01326555572450161,0.15536370873451233/0.6661602258682251/0.04368870332837105,0.09947530180215836/0.6774631142616272/0.018969545140862465,0.1811867356300354/0.7533382773399353/0.15016424655914307,0.11109043657779694/0.7663336396217346/0.14000721275806427,0.17801924049854279/0.7674931287765503/0.15712305903434753,0.11307193338871002/0.7751824259757996/0.14947329461574554,0.20028917491436005/0.7789963483810425/0.08011399209499359,0.12368327379226685/0.8028806447982788/0.06978410482406616
25.0,0.10693257836693967/0.548135761861448/-0.08142218486992298,0.08425457030534744/0.3617295026779175/-0.2667040228843689,0.08660957962274551/0.34912410378456116/-0.25592464208602905,0.08927883207798004/0.3490411341190338/-0.25590285658836365,0.09195158630609512/0.34909847378730774/-0.2559118866920471,0.07755551487207413/0.35021576285362244/-0.26236623525619507,0.07414308190345764/0.35077279806137085/-0.26240724325180054,0.07089319080114365/0.3513789176940918/-0.2624066174030304,0.09691942483186722/0.35391074419021606/-0.1693163961172104,0.0648009404540062/0.35950666666030884/-0.20106682181358337,0.09066613018512726/0.37190723419189453/-0.2321585714817047,0.0800224244594574/0.37326592206954956/-0.24124225974082947,0.12506279349327087/0.403032124042511/-0.1002524271607399,0.040220972150564194/0.4238210916519165/-0.14397577941417694,0.15794038772583008/0.4475893974304199/-0.08520979434251785,0.004977270029485226/0.4961701035499573/-0.14305704832077026,0.14259420335292816/0.49308130145072937/-0.18391011655330658,0.0466567687690258/0.5213959217071533/-0.1911284476518631,0.1369984745979309/0.5072740912437439/-0.21112628281116486,0.06127241998910904/0.531880259513855/-0.21208524703979492,0.13288529217243195/0.5004602670669556/-0.21856777369976044,0.06516609340906143/0.523086428642273/-0.21592798829078674,0.13326218724250793/0.4958498179912567/-0.187943235039711,0.06024394556879997/0.5193931460380554/-0.19161102175712585,0.12596265971660614/0.5577226281166077/0.013252906501293182,0.07924570143222809/0.5697804093360901/-0.013400780968368053,0.15389594435691833/0.6657546162605286/0.06902378797531128,0.09961508214473724/0.6774451732635498/0.020621176809072495,0.17757590115070343/0.7529284358024597/0.19399452209472656,0.11202696710824966/0.7662773132324219/0.14893372356891632,0.17407944798469543/0.7682926058769226/0.2031441032886505,0.113628089427948/0.7752487063407898/0.15907570719718933,0.2020447552204132/0.780074417591095/0.1265399008989334,0.12516076862812042/0.8027872443199158/0.07569919526576996
