Frame,Centre,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
11.0,0.7047225877090737/0.3986926100872181/0.09466824052786385,0.6985887289047241/0.24381045997142792/0.19543935358524323,0.6917589902877808/0.2286071479320526/0.18506070971488953,0.6905134320259094/0.228664368391037/0.18505440652370453,0.6893002390861511/0.22978945076465607/0.18504425883293152,0.6999505758285522/0.23539502918720245/0.18331894278526306,0.7005283832550049/0.23395094275474548/0.18328243494033813,0.7010965943336487/0.23354743421077728/0.1831405907869339,0.6863048672676086/0.23547841608524323/0.14690780639648438,0.7023176550865173/0.23968884348869324/0.1389436423778534,0.6922004818916321/0.2480265349149704/0.18554875254631042,0.6945348978042603/0.2490546554327011/0.18302689492702484,0.6801158785820007/0.28832417726516724/0.1175035685300827,0.722554624080658/0.2799025774002075/0.0943261906504631,0.6645132303237915/0.34261295199394226/0.1512903869152069,0.733156681060791/0.3292687237262726/0.08531474322080612,0.6759195327758789/0.34309810400009155/0.22758612036705017,0.7292519211769104/0.3220981955528259/0.11317894607782364,0.676713764667511/0.34671491384506226/0.23304542899131775,0.7314473986625671/0.3216521441936493/0.11415364593267441,0.6824487447738647/0.3404536843299866/0.23368211090564728,0.728866696357727/0.3172939121723175/0.11440964043140411,0.6838396787643433/0.3389798104763031/0.22925858199596405,0.7267601490020752/0.31813210248947144/0.11447107791900635,0.703536868095398/0.4201190769672394/0.012764222919940948,0.7217375040054321/0.41591548919677734/-0.012914429418742657,0.7033268809318542/0.5133370757102966/0.039429958909749985,0.7173038721084595/0.5182675123214722/-0.033686745911836624,0.7027087807655334/0.6164247989654541/0.04301372915506363,0.7204004526138306/0.6278413534164429/-0.05326569080352783,0.7032106518745422/0.6336839199066162/0.040096841752529144,0.7101539969444275/0.6457167863845825/-0.05803874880075455,0.7046728730201721/0.6264347434043884/0.009308856911957264,0.730923056602478/0.6423695087432861/-0.10875239223241806
12.0,0.7038172947035896/0.4014602413883916/0.11001443938800583,0.7000773549079895/0.2465093433856964/0.1987537294626236,0.6963809728622437/0.23601579666137695/0.18742580711841583,0.6899669766426086/0.22900475561618805/0.18742284178733826,0.6886051893234253/0.23003482818603516/0.18741267919540405,0.7008770704269409/0.23690183460712433/0.18621942400932312,0.7015998959541321/0.23553957045078278/0.18618890643119812,0.7023183703422546/0.2350156605243683/0.18606141209602356,0.6927211880683899/0.24362751841545105/0.14562726020812988,0.7034705877304077/0.24117514491081238/0.14026570320129395,0.692165732383728/0.24824033677577972/0.18776120245456696,0.6950632333755493/0.24886001646518707/0.1860613226890564,0.6775895357131958/0.29069721698760986/0.11660577356815338,0.7270301580429077/0.27998292446136475/0.0976264625787735,0.6579588651657104/0.3475307822227478/0.1586613804101944,0.7374876737594604/0.3322209119796753/0.10988344252109528,0.6681610345840454/0.3453482985496521/0.2496190369129181,0.730451226234436/0.3301791548728943/0.16578266024589539,0.6679867506027222/0.34873732924461365/0.25672632455825806,0.7318958640098572/0.3308578133583069/0.17159399390220642,0.6743987798690796/0.341621071100235/0.25819554924964905,0.7301369309425354/0.3265388607978821/0.1706894338130951,0.6762673258781433/0.34025123715400696/0.2520398497581482,0.7279784679412842/0.32695484161376953/0.1674540489912033,0.7017968893051147/0.4206324517726898/0.01406918466091156,0.7240720987319946/0.4169125258922577/-0.014210285618901253,0.7022419571876526/0.5141920447349548/0.050178222358226776,0.7166708707809448/0.522586464881897/-0.02410963736474514,0.7018350958824158/0.6171892285346985/0.04897492378950119,0.7173689603805542/0.6285492777824402/-0.04837974160909653,0.7026233077049255/0.6345332860946655/0.04561945050954819,0.7095683813095093/0.6468755006790161/-0.05371085926890373,0.7046214938163757/0.6269859671592712/0.019114473834633827,0.7314271926879883/0.6416369676589966/-0.10050304234027863
13.0,0.7024928971573159/0.39183019874272523/0.12217251756400974,0.6959288716316223/0.2437143325805664/0.13329628109931946,0.6924943923950195/0.2355739176273346/0.12205161899328232,0.689886212348938/0.22980475425720215/0.12203818559646606,0.6884564161300659/0.23070880770683289/0.12202505022287369,0.6989916563034058/0.23693595826625824/0.1191931813955307,0.6998767256736755/0.23559458553791046/0.11916893720626831,0.7008365392684937/0.23503538966178894/0.11903786659240723,0.6914700865745544/0.24476473033428192/0.08954586088657379,0.7024180889129639/0.24131609499454498/0.07793392986059189,0.6918612122535706/0.24839439988136292/0.12655404210090637,0.6949403882026672/0.24856100976467133/0.12307468801736832,0.6737875938415527/0.2909744083881378/0.09150564670562744,0.7277370095252991/0.2778017818927765/0.04752637818455696,0.6570739150047302/0.344730406999588/0.16701564192771912,0.7397221922874451/0.3206927478313446/0.11048712581396103,0.6639750599861145/0.32608622312545776/0.27291035652160645,0.7309198379516602/0.2953437864780426/0.23335270583629608,0.6624161005020142/0.32429128885269165/0.28580549359321594,0.7331403493881226/0.28831946849823/0.24735882878303528,0.6680265665054321/0.31749817728996277/0.2841144800186157,0.7296127080917358/0.2859864830970764/0.24458742141723633,0.6705340147018433/0.31857165694236755/0.2749580442905426,0.7273968458175659/0.289531409740448/0.23636050522327423,0.6997565031051636/0.42200469970703125/0.02200114168226719,0.7252392172813416/0.41812318563461304/-0.0222725048661232,0.7008541822433472/0.5143218636512756/0.09570786356925964,0.7163848876953125/0.5255507230758667/-0.02000737376511097,0.6994101405143738/0.6146652698516846/0.11377976089715958,0.7160009741783142/0.629044234752655/-0.03020664118230343,0.702656626701355/0.6355412006378174/0.11372546851634979,0.7091964483261108/0.6474165320396423/-0.03336308151483536,0.7039930820465088/0.6247408986091614/0.09603744745254517,0.7328553199768066/0.6414283514022827/-0.08313153684139252
14.0,0.7047155411155136/0.418174734822026/0.09224936738610268,0.6989545822143555/0.24619022011756897/0.17134597897529602,0.6927255988121033/0.23541702330112457/0.1602838933467865,0.690974771976471/0.23049017786979675/0.16026929020881653,0.6895577311515808/0.23120036721229553/0.16025373339653015,0.7005415558815002/0.23779191076755524/0.15464460849761963,0.701431393623352/0.2367381751537323/0.15462249517440796,0.7022777795791626/0.2363022118806839/0.15448345243930817,0.6922248601913452/0.2456379234790802/0.11699581146240234,0.703309178352356/0.2424468994140625/0.0917259007692337,0.6928637623786926/0.24851587414741516/0.16006241738796234,0.6962848901748657/0.25300028920173645/0.15258702635765076,0.6719077825546265/0.2931157946586609/0.09591571986675262,0.7293886542320251/0.277965247631073/0.03456529229879379,0.6558659672737122/0.3667663037776947/0.13338503241539001,0.7386103272438049/0.3305712938308716/0.027120495215058327,0.6688238978385925/0.4037831425666809/0.19204051792621613,0.7389180064201355/0.363563597202301/0.03859510272741318,0.6695235371589661/0.41621047258377075/0.1973114013671875,0.7423192858695984/0.3732714056968689/0.03551449254155159,0.6748219728469849/0.41172775626182556/0.19381499290466309,0.7388373613357544/0.3698633313179016/0.03923365846276283,0.6761481165885925/0.4067775011062622/0.19194768369197845,0.7355890870094299/0.36669692397117615/0.04012084752321243,0.6966856718063354/0.4228193461894989/0.028990596532821655,0.7272461652755737/0.41933363676071167/-0.029248300939798355,0.699883759021759/0.5142285227775574/0.09334045648574829,0.7163780927658081/0.5278147459030151/-0.01660357229411602,0.7002462148666382/0.6154067516326904/0.15751920640468597,0.7138736844062805/0.6295939087867737/0.027856236323714256,0.7025344967842102/0.6362085342407227/0.16241618990898132,0.7066458463668823/0.6484155058860779/0.031177233904600143,0.7051600217819214/0.6211168169975281/0.13828615844249725,0.7342743873596191/0.6396760940551758/-0.015283657237887383
15.0,0.7045817264804134/0.42709738071318026/0.025282204763411923,0.6970957517623901/0.2460465431213379/0.04037622734904289,0.6926385760307312/0.23542843759059906/0.028223523870110512,0.6909646391868591/0.23279456794261932/0.02819398045539856,0.689367413520813/0.23344217240810394/0.028170008212327957,0.7000067234039307/0.23892875015735626/0.025462578982114792,0.7009362578392029/0.23828227818012238/0.025446657091379166,0.7018986344337463/0.2381010800600052/0.02533501386642456,0.6883887052536011/0.24499228596687317/-0.004312462173402309,0.7035179138183594/0.24431844055652618/-0.017062535509467125,0.6937086582183838/0.2508188486099243/0.033895913511514664,0.6977868676185608/0.2529207170009613/0.030299687758088112,0.6718016266822815/0.2956913113594055/-0.004057667218148708,0.7309092283248901/0.28228193521499634/-0.03731967508792877,0.6538686156272888/0.37613704800605774/0.0235663503408432,0.7400577068328857/0.3444611132144928/-0.026895198971033096,0.6650605797767639/0.4243326783180237/0.070038340985775,0.7444872856140137/0.3872195780277252/-0.0010727260960265994,0.6663240194320679/0.4385158121585846/0.07039820402860641,0.7486317157745361/0.4003673493862152/0.0010762535966932774,0.670444130897522/0.43653085827827454/0.07172635942697525,0.7449489235877991/0.3977796137332916/-0.004362784791737795,0.6711263060569763/0.43128731846809387/0.0708715096116066,0.7417007684707642/0.3934362232685089/-0.0021308776922523975,0.6976144313812256/0.4259535074234009/0.02573995292186737,0.7279719114303589/0.4207669198513031/-0.026058439165353775,0.6981167793273926/0.5146172642707825/0.06065181642770767,0.7164767980575562/0.5279849171638489/-0.03901907801628113,0.696999192237854/0.6163539886474609/0.14024147391319275,0.7141793370246887/0.6298799514770508/0.0010349653894081712,0.7000638246536255/0.6378448009490967/0.14311937987804413,0.7070009708404541/0.6486931443214417/0.0037751751951873302,0.7004634141921997/0.6225495934486389/0.11211822926998138,0.7349611520767212/0.6398475170135498/-0.05401886627078056
16.0,0.7045677502950033/0.43563097770567294/-0.01925367999959875,0.6984807848930359/0.2460683137178421/-0.0962066799402237,0.6944594979286194/0.23748455941677094/-0.10235580056905746,0.6927940249443054/0.23684649169445038/-0.10240264981985092,0.6913527250289917/0.2372712939977646/-0.10243938118219376,0.7009655833244324/0.24049438536167145/-0.1070997565984726,0.7017827033996582/0.24040809273719788/-0.10712413489818573,0.7024823427200317/0.24065358936786652/-0.1072343960404396,0.6897743344306946/0.245832622051239/-0.10586802661418915,0.7037464380264282/0.24938401579856873/-0.1265074759721756,0.6951285004615784/0.25298872590065/-0.09163950383663177,0.7011739015579224/0.25555065274238586/-0.0977339893579483,0.6720086932182312/0.30156803131103516/-0.07386045157909393,0.7321816086769104/0.2931283116340637/-0.12558312714099884,0.6559047698974609/0.3816494047641754/-0.03808155283331871,0.7408656477928162/0.35977062582969666/-0.09544286131858826,0.6618253588676453/0.43115299940109253/-0.012299290858209133,0.7432364225387573/0.41533881425857544/-0.05080462247133255,0.6608041524887085/0.44586583971977234/-0.016361337155103683,0.7561315298080444/0.42353370785713196/-0.05183980613946915,0.6646480560302734/0.4431818127632141/-0.021431157365441322,0.7436357736587524/0.43445107340812683/-0.06035739183425903,0.6662746667861938/0.4381178617477417/-0.014264965429902077,0.7400223016738892/0.4273276627063751/-0.0524510033428669,0.6974961161613464/0.43185827136039734/0.025532716885209084,0.7283441424369812/0.425889790058136/-0.025828396901488304,0.6984291076660156/0.5209178328514099/0.06117168813943863,0.7166872620582581/0.5307387113571167/-0.029597464948892593,0.700545608997345/0.6213759779930115/0.16577865183353424,0.7134434580802917/0.6303022503852844/0.05260883644223213,0.7007098197937012/0.6400120854377747/0.17443731427192688,0.7057207226753235/0.6488412618637085/0.05864372104406357,0.702774703502655/0.6271515488624573/0.1333589404821396,0.7333353757858276/0.6400381922721863/-0.005222124047577381
17.0,0.7061678458143164/0.42649413148562115/0.034227669739198906,0.6996792554855347/0.24086660146713257/0.004300273954868317,0.7020231485366821/0.2371554970741272/0.006151905748993158,0.7016966342926025/0.23655769228935242/0.006105223670601845,0.7011170983314514/0.23702146112918854/0.00602288544178009,0.7036675810813904/0.2394815981388092/-0.006317537277936935,0.7038796544075012/0.23951594531536102/-0.006265897303819656,0.7042329907417297/0.23987826704978943/-0.006267861928790808,0.6971942186355591/0.2439245879650116/0.010325190611183643,0.7043524384498596/0.2480369359254837/-0.04228593781590462,0.6965183615684509/0.24874500930309296/0.013349848799407482,0.7012265920639038/0.25014397501945496/-0.003286413848400116,0.6725761890411377/0.29147353768348694/0.03292800486087799,0.7320845127105713/0.2884114980697632/-0.06284953653812408,0.6574621200561523/0.3777307868003845/0.1019013524055481,0.739906370639801/0.355343759059906/-0.04497888684272766,0.6659197211265564/0.40368446707725525/0.17303262650966644,0.7462218999862671/0.4015655517578125/-0.023408930748701096,0.6649752855300903/0.4142412543296814/0.17892688512802124,0.7538159489631653/0.41458141803741455/-0.027073362842202187,0.6702069640159607/0.4094792306423187/0.17615899443626404,0.7474032640457153/0.4135306775569916/-0.030650505796074867,0.6721104979515076/0.405906617641449/0.17275865375995636,0.7436751127243042/0.40893852710723877/-0.023822424933314323,0.6955515742301941/0.42606550455093384/0.033463649451732635,0.7259117364883423/0.4181830585002899/-0.03372512012720108,0.6994739770889282/0.5181158781051636/0.052015215158462524,0.7167883515357971/0.5274603962898254/-0.0426739826798439,0.7052983641624451/0.6214632391929626/0.12307818233966827,0.713680624961853/0.6306135058403015/0.004357463214546442,0.7010935544967651/0.6400989294052124/0.12874989211559296,0.7055982947349548/0.6490309238433838/0.007814677432179451,0.7043620944023132/0.6276439428329468/0.0932643786072731,0.7334445118904114/0.6400617361068726/-0.04752310365438461
18.0,0.7073872067310192/0.42265933807249423/0.07742718924526815,0.7002396583557129/0.23834571242332458/0.1349220871925354,0.7022520303726196/0.23255254328250885/0.13493244349956512,0.7016279697418213/0.23266179859638214/0.1348971575498581,0.7008983492851257/0.23284824192523956/0.13487644493579865,0.7061929702758789/0.23654963076114655/0.12638244032859802,0.7061651945114136/0.23672142624855042/0.12640419602394104,0.7063387036323547/0.23712430894374847/0.12633290886878967,0.6996728777885437/0.2421635091304779/0.13076354563236237,0.7049968242645264/0.24545279145240784/0.09205649793148041,0.6976163387298584/0.24656511843204498/0.1372968554496765,0.7016235589981079/0.24786606431007385/0.12597061693668365,0.6723888516426086/0.2882281243801117/0.11718384921550751,0.7323163151741028/0.2860864996910095/0.044392578303813934,0.6604365706443787/0.37221330404281616/0.13677743077278137,0.7422744035720825/0.35386738181114197/0.022830933332443237,0.6693142056465149/0.4131874740123749/0.17914173007011414,0.7482696771621704/0.39675650000572205/0.04552753269672394,0.6683979630470276/0.4271388351917267/0.18121300637722015,0.7537019848823547/0.40962666273117065/0.041807081550359726,0.6741060018539429/0.42291826009750366/0.18215307593345642,0.7474440336227417/0.4070676565170288/0.042245928198099136,0.6759455800056458/0.4175775647163391/0.1796664297580719,0.7436922788619995/0.4029211401939392/0.046223945915699005,0.6934760808944702/0.4173986315727234/0.038597799837589264,0.7255293130874634/0.4128117859363556/-0.038913555443286896,0.6993337869644165/0.5024019479751587/0.11864261329174042,0.7258546352386475/0.515316903591156/-0.045028794556856155,0.7015463709831238/0.6021534204483032/0.15036170184612274,0.7145358920097351/0.6262695789337158/-0.05830010771751404,0.7012513875961304/0.6182529330253601/0.15127809345722198,0.705915093421936/0.646329939365387/-0.062477998435497284,0.7059918642044067/0.6133090853691101/0.1205383911728859,0.7335830330848694/0.6395753026008606/-0.12433715909719467
19.0,0.7067635434645193/0.4240971478047194/0.06314387089676327,0.6995861530303955/0.23873774707317352/0.12200776487588882,0.6990935206413269/0.2318553626537323/0.11752758920192719,0.698114812374115/0.23209287226200104/0.117481529712677,0.6969616413116455/0.23232342302799225/0.1174604669213295,0.705950140953064/0.2367524355649948/0.10875381529331207,0.7059957385063171/0.23685936629772186/0.10876673460006714,0.7062392830848694/0.2372087836265564/0.10865892469882965,0.6929909586906433/0.2395377904176712/0.10061385482549667,0.7048380374908447/0.24528618156909943/0.061271678656339645,0.6969736814498901/0.24665923416614532/0.11998603492975235,0.7001266479492188/0.24808846414089203/0.10833287239074707,0.6719406843185425/0.29052305221557617/0.09177886694669724,0.7299030423164368/0.28589874505996704/0.016459140926599503,0.6599234342575073/0.37305349111557007/0.11184054613113403,0.7402117252349854/0.352547824382782/0.011766105890274048,0.6665927171707153/0.42252275347709656/0.1291581094264984,0.7493599057197571/0.3903777003288269/0.056845199316740036,0.6655571460723877/0.4377990663051605/0.12477736175060272,0.7557075619697571/0.4023240804672241/0.056619204580783844,0.6705335378646851/0.4348292946815491/0.12595170736312866,0.750931441783905/0.4000691771507263/0.05480758100748062,0.6722129583358765/0.428830623626709/0.12825098633766174,0.7466193437576294/0.3961047828197479/0.05753267928957939,0.693078339099884/0.41781413555145264/0.04330632835626602,0.7234882116317749/0.4145750105381012/-0.043623268604278564,0.6999503374099731/0.5042096972465515/0.11544887721538544,0.725493311882019/0.5178346633911133/-0.07124616205692291,0.7018702626228333/0.6036196947097778/0.1491500586271286,0.7147417068481445/0.6269286870956421/-0.05292806774377823,0.7013651728630066/0.6290740966796875/0.1497311294078827,0.7046071887016296/0.6472370028495789/-0.05354081839323044,0.7100997567176819/0.6160837411880493/0.1087350845336914,0.7339124083518982/0.6400562524795532/-0.11814834177494049
20.0,0.7067371319841456/0.4266942838827769/0.00021100024632350714,0.6992830038070679/0.24044792354106903/-0.027425149455666542,0.6991367936134338/0.23656971752643585/-0.034138452261686325,0.6982576847076416/0.2367926687002182/-0.034192852675914764,0.6970905661582947/0.23690947890281677/-0.03422784060239792,0.7049553394317627/0.23802553117275238/-0.03902619704604149,0.7053104043006897/0.23820726573467255/-0.039033159613609314,0.7058091759681702/0.23857878148555756/-0.039134882390499115,0.6904181241989136/0.23955149948596954/-0.044153861701488495,0.704912543296814/0.2467479109764099/-0.06626133620738983,0.6969131827354431/0.2491893172264099/-0.02551288902759552,0.7003159523010254/0.25006189942359924/-0.03204523026943207,0.6724026203155518/0.29517969489097595/-0.029309045523405075,0.7303065061569214/0.28843775391578674/-0.07034672796726227,0.6593372821807861/0.37780269980430603/-0.008658932521939278,0.7400333881378174/0.3519507944583893/-0.038158513605594635,0.6667184829711914/0.4302169978618622/0.006039976142346859,0.7493495941162109/0.3858136534690857/0.010811643674969673,0.6665646433830261/0.44586533308029175/0.0009423016454093158,0.7554634809494019/0.3958778381347656/0.014393070712685585,0.670635998249054/0.44329169392585754/-0.0016725327586755157,0.750575602054596/0.39389175176620483/0.0050269984640181065,0.6717156767845154/0.4374251365661621/0.00462958263233304,0.7464178800582886/0.3905600905418396/0.008994678035378456,0.6945744156837463/0.4261249899864197/0.03439011424779892,0.7236753702163696/0.4194186329841614/-0.03477080166339874,0.7003329992294312/0.5089870691299438/0.09593138098716736,0.7247928380966187/0.5191423296928406/-0.052706073969602585,0.7016358375549316/0.6120637655258179/0.14806830883026123,0.7164782285690308/0.6275522708892822/-0.020834680646657944,0.7015025615692139/0.6349994540214539/0.1527661234140396,0.7046442031860352/0.6470748782157898/-0.01667378656566143,0.7095584273338318/0.6218366622924805/0.10914693772792816,0.7333437204360962/0.6412336230278015/-0.1169145479798317
21.0,0.7063005367914835/0.4376728898949093/-0.03385156989787464,0.6983765959739685/0.24363407492637634/-0.16048751771450043,0.6962608695030212/0.23752114176750183/-0.16281375288963318,0.6950204968452454/0.23799709975719452/-0.16286030411720276,0.6929838061332703/0.23822101950645447/-0.16290947794914246,0.7036756873130798/0.23975780606269836/-0.16451169550418854,0.7042607069015503/0.24005159735679626/-0.16453775763511658,0.7049628496170044/0.24047644436359406/-0.1646321713924408,0.6912348866462708/0.24550126492977142/-0.14758428931236267,0.7049745917320251/0.24929235875606537/-0.15502414107322693,0.6963497996330261/0.25313812494277954/-0.1493786871433258,0.6997874975204468/0.2535475492477417/-0.15157034993171692,0.6728581190109253/0.3001722991466522/-0.10950323194265366,0.7320048213005066/0.29383915662765503/-0.12382684648036957,0.6592135429382324/0.38406607508659363/-0.07922868430614471,0.7416398525238037/0.3629259467124939/-0.07459180802106857,0.667323112487793/0.4420272409915924/-0.06044989824295044,0.7432817220687866/0.41659465432167053/-0.021838534623384476,0.6676195859909058/0.4581030309200287/-0.06682831048965454,0.7542455792427063/0.42641109228134155/-0.01948613114655018,0.6712809801101685/0.45601886510849/-0.07154858857393265,0.7434132695198059/0.4340915381908417/-0.032111573964357376,0.6720675230026245/0.4505554437637329/-0.06225530430674553,0.742353081703186/0.4256114363670349/-0.02486838772892952,0.6952200531959534/0.4325805604457855/0.011709919199347496,0.7238949537277222/0.42682284116744995/-0.011976070702075958,0.7004701495170593/0.517078161239624/0.037412308156490326,0.7242085933685303/0.5192132592201233/0.004998783580958843,0.702793300151825/0.6283764243125916/0.12179241329431534,0.7193857431411743/0.6281769275665283/0.09263962507247925,0.7016216516494751/0.6413835287094116/0.12844640016555786,0.7074066400527954/0.6462725400924683/0.09936045110225677,0.7087764739990234/0.6361443996429443/0.07749071717262268,0.7283123731613159/0.6455892324447632/0.03471535071730614
22.0,0.7094124643890946/0.43332522997149714/-0.03546975637544637,0.7078924179077148/0.24556006491184235/-0.1960977166891098,0.7041694521903992/0.2397676408290863/-0.19666709005832672,0.7032799124717712/0.23993855714797974/-0.19671683013439178,0.7020646333694458/0.23997904360294342/-0.19675090909004211,0.7076979279518127/0.24077685177326202/-0.2024853229522705,0.7082346677780151/0.24119311571121216/-0.20252108573913574,0.7088912129402161/0.24169135093688965/-0.2026156634092331,0.6970182657241821/0.24723687767982483/-0.16845957934856415,0.7080450057983398/0.2490539699792862/-0.19450432062149048,0.7074257731437683/0.2546679377555847/-0.17965316772460938,0.7089532613754272/0.255280464887619/-0.18727025389671326,0.673377275466919/0.2991176247596741/-0.11226475238800049,0.7331821918487549/0.2942245900630951/-0.16300928592681885,0.6612550616264343/0.38005098700523376/-0.07026006281375885,0.7413089275360107/0.3634730577468872/-0.11537007242441177,0.6740297675132751/0.42929840087890625/-0.05784592032432556,0.7484339475631714/0.40435078740119934/-0.06778393685817719,0.6741407513618469/0.4436955153942108/-0.06430695205926895,0.7557634711265564/0.41631215810775757/-0.07049378007650375,0.6781941652297974/0.44014352560043335/-0.07159481942653656,0.7494937181472778/0.4146707355976105/-0.08188027143478394,0.6790493726730347/0.4351579248905182/-0.060711733996868134,0.7463714480400085/0.40946245193481445/-0.07041700184345245,0.6957403421401978/0.4323272705078125/0.014543456956744194,0.7242377400398254/0.42768770456314087/-0.0148038100451231,0.7003286480903625/0.5174751281738281/0.07283890247344971,0.7227175831794739/0.5194817185401917/0.006104699801653624,0.7024675011634827/0.6278089880943298/0.2063330113887787,0.717633068561554/0.628270149230957/0.11465410143136978,0.7016938328742981/0.6431549191474915/0.2173994481563568,0.7074118852615356/0.6464234590530396/0.123345747590065,0.7088951468467712/0.6318458914756775/0.17323610186576843,0.7290759682655334/0.6435489058494568/0.060588546097278595
23.0,0.7101572133876659/0.4366600662469864/-0.04095184068299002,0.7105897665023804/0.2475392371416092/-0.19402208924293518,0.706873893737793/0.24239416420459747/-0.1959083080291748,0.7058055400848389/0.2424645870923996/-0.19596163928508759,0.7045931220054626/0.24247311055660248/-0.19600649178028107,0.7102152109146118/0.24271933734416962/-0.1994466483592987,0.7110438942909241/0.24317455291748047/-0.19947348535060883,0.7137873768806458/0.24173440039157867/-0.1995641589164734,0.699179470539093/0.2501883804798126/-0.17556796967983246,0.7167788743972778/0.250171959400177/-0.19171175360679626,0.7096714973449707/0.2563106119632721/-0.18068455159664154,0.7118507623672485/0.25690758228302/-0.1854638159275055,0.6735126972198486/0.2999437749385834/-0.12813939154148102,0.7368406057357788/0.2964055836200714/-0.15709707140922546,0.6618818044662476/0.38169175386428833/-0.0871315598487854,0.743730902671814/0.3676479756832123/-0.11270813643932343,0.6743849515914917/0.4327274262905121/-0.0634576752781868,0.7460253834724426/0.42007976770401/-0.06609807908535004,0.6742875576019287/0.4475664496421814/-0.06792028248310089,0.7561225891113281/0.42914995551109314/-0.06754957139492035,0.6783413290977478/0.44425103068351746/-0.07478810846805573,0.7473844885826111/0.4312327206134796/-0.07857069373130798,0.6793379783630371/0.4392601251602173/-0.06557916104793549,0.7451246976852417/0.4313139319419861/-0.06872078776359558,0.6961120367050171/0.4319908320903778/0.015296822413802147,0.7253234386444092/0.42754802107810974/-0.015545271337032318,0.7001832127571106/0.5174307227134705/0.06579872220754623,0.7225027680397034/0.5135989189147949/0.01188232284039259,0.7024945020675659/0.626939594745636/0.17570802569389343,0.7168010473251343/0.6281172633171082/0.10879862308502197,0.7017526626586914/0.6439349055290222/0.18447984755039215,0.7088919878005981/0.6464306712150574/0.11639770120382309,0.7082646489143372/0.6300859451293945/0.1412544548511505,0.7268730998039246/0.6413566470146179/0.05543975159525871
24.0,0.7105502684911092/0.43184325264559853/0.02985938348703914,0.7158800363540649/0.247251495718956/-0.1520233005285263,0.7117047309875488/0.24216875433921814/-0.16193237900733948,0.7099195718765259/0.2423330694437027/-0.16195407509803772,0.7081047296524048/0.24248497188091278/-0.16197964549064636,0.716830313205719/0.24256297945976257/-0.1649027317762375,0.7138102054595947/0.24233825504779816/-0.16493406891822815,0.7217735052108765/0.24167174100875854/-0.16502059996128082,0.7015472054481506/0.2512519955635071/-0.1687997281551361,0.7246094942092896/0.250078022480011/-0.18069131672382355,0.7133616209030151/0.2560625970363617/-0.14724799990653992,0.717643678188324/0.2565871775150299/-0.15080639719963074,0.6730101108551025/0.29984793066978455/-0.1220252737402916,0.743559718132019/0.299472451210022/-0.168373242020607,0.6612249612808228/0.3815101981163025/-0.040347881615161896,0.747765064239502/0.3731948733329773/-0.09505294263362885,0.6690565347671509/0.41413578391075134/-0.015824737027287483,0.7483817338943481/0.40862783789634705/-0.01717323437333107,0.6647162437438965/0.4264373183250427/-0.056105952709913254,0.7554677128791809/0.4183153212070465/-0.015296271070837975,0.6700202822685242/0.42197856307029724/-0.018212806433439255,0.7482516169548035/0.41863057017326355/-0.027894895523786545,0.673712432384491/0.4187820255756378/-0.01714196614921093,0.7454237341880798/0.41706255078315735/-0.018418610095977783,0.6958330869674683/0.4332812428474426/0.02326376363635063,0.7289420366287231/0.4298451840877533/-0.023626284673810005,0.7001183032989502/0.5182002186775208/0.16775642335414886,0.721275269985199/0.5211310982704163/0.11635182052850723,0.702376663684845/0.6223909258842468/0.3468492925167084,0.715807318687439/0.6288145184516907/0.2885235548019409,0.7018002271652222/0.642398476600647/0.3659929633140564,0.7084781527519226/0.6469156742095947/0.3066592216491699,0.7091653943061829/0.618367612361908/0.35018008947372437,0.7274286150932312/0.6391961574554443/0.2756890654563904
