0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"[0.08517885208129883, 0.36376553773880005, -0.3005963861942291]","[0.08696327358484268, 0.3488253057003021, -0.29266491532325745]","[0.09037788212299347, 0.34899166226387024, -0.2926064729690552]","[0.0940331444144249, 0.3494308292865753, -0.2926045060157776]","[0.07648500055074692, 0.3499707281589508, -0.29655900597572327]","[0.07253136485815048, 0.35088273882865906, -0.2966397702693939]","[0.06872500479221344, 0.3518809378147125, -0.2966368496417999]","[0.09891515225172043, 0.3545505702495575, -0.20930171012878418]","[0.06172619014978409, 0.36053037643432617, -0.2297559678554535]","[0.09203234314918518, 0.37454843521118164, -0.26642829179763794]","[0.08013835549354553, 0.3768158555030823, -0.2722782492637634]","[0.12745364010334015, 0.40422630310058594, -0.12109426409006119]","[0.04172695800662041, 0.4269813001155853, -0.16657066345214844]","[0.16404315829277039, 0.4489787518978119, -0.03201424330472946]","[0.006212770007550716, 0.4950711131095886, -0.10082978010177612]","[0.14977923035621643, 0.49716538190841675, -0.045714493840932846]","[0.04822448268532753, 0.5267345905303955, -0.06998121738433838]","[0.14320102334022522, 0.5097652077674866, -0.05414009094238281]","[0.06391709297895432, 0.5343506336212158, -0.07457705587148666]","[0.13879559934139252, 0.5038737058639526, -0.06654290109872818]","[0.06789450347423553, 0.5254109501838684, -0.07850196212530136]","[0.1390046328306198, 0.4996502101421356, -0.04885433241724968]","[0.0631491020321846, 0.5220375657081604, -0.06800223886966705]","[0.12800148129463196, 0.5596648454666138, 0.018849818035960197]","[0.08158639073371887, 0.5724798440933228, -0.019005699083209038]","[0.15343573689460754, 0.6640912294387817, 0.07415129244327545]","[0.10133866965770721, 0.6732842922210693, 0.03912621736526489]","[0.17872732877731323, 0.7526128888130188, 0.17536944150924683]","[0.1114715114235878, 0.7609569430351257, 0.17931033670902252]","[0.17343440651893616, 0.7709546685218811, 0.1788734495639801]","[0.11301251500844955, 0.7675389647483826, 0.19086429476737976]","[0.2139776200056076, 0.7792364954948425, 0.11135660111904144]","[0.12770192325115204, 0.8010838627815247, 0.11654279381036758]"
"[0.08516491949558258, 0.3638353645801544, -0.3026449382305145]","[0.08694687485694885, 0.34884944558143616, -0.2934712767601013]","[0.09036208689212799, 0.34899452328681946, -0.29341840744018555]","[0.09400834143161774, 0.34942564368247986, -0.2934190630912781]","[0.0764729231595993, 0.3501265347003937, -0.2983301281929016]","[0.0725487470626831, 0.3510960042476654, -0.2984029948711395]","[0.06877101212739944, 0.3521432876586914, -0.29839634895324707]","[0.09893156588077545, 0.35454198718070984, -0.20633402466773987]","[0.061753612011671066, 0.360831081867218, -0.23088905215263367]","[0.0920366421341896, 0.3746087849140167, -0.26708754897117615]","[0.08015494048595428, 0.3769809305667877, -0.27416926622390747]","[0.12773899734020233, 0.4042958617210388, -0.11915276944637299]","[0.04279409721493721, 0.4277540445327759, -0.1660071760416031]","[0.16402655839920044, 0.44832146167755127, -0.017897244542837143]","[0.00633258605375886, 0.49351733922958374, -0.10035692155361176]","[0.1499856561422348, 0.49630409479141235, -0.03386444225907326]","[0.04826983064413071, 0.5269209146499634, -0.06975989043712616]","[0.14331354200839996, 0.5087920427322388, -0.04316442459821701]","[0.063909612596035, 0.5349186062812805, -0.07521014660596848]","[0.13911888003349304, 0.5030396580696106, -0.056685179471969604]","[0.06782202422618866, 0.5261363387107849, -0.07935760170221329]","[0.1393921822309494, 0.49885839223861694, -0.037736926227808]","[0.06308653205633163, 0.5227128863334656, -0.06787316501140594]","[0.12849119305610657, 0.5597800016403198, 0.020337630063295364]","[0.08228826522827148, 0.5729781985282898, -0.02047448419034481]","[0.15344282984733582, 0.6641550660133362, 0.08732051402330399]","[0.1014588326215744, 0.6733745336532593, 0.03387695550918579]","[0.17894576489925385, 0.7526280879974365, 0.20660647749900818]","[0.1111610159277916, 0.7610366940498352, 0.1825338900089264]","[0.1734657883644104, 0.7709886431694031, 0.21503858268260956]","[0.11267775297164917, 0.7686421275138855, 0.1947733461856842]","[0.2141612470149994, 0.7788084149360657, 0.13963265717029572]","[0.12766656279563904, 0.8011159896850586, 0.11280568689107895]"
"[0.08525506407022476, 0.36431676149368286, -0.3018840551376343]","[0.08697930723428726, 0.3493732213973999, -0.29220443964004517]","[0.09039223194122314, 0.3494114577770233, -0.29215574264526367]","[0.09402984380722046, 0.3497346341609955, -0.2921571135520935]","[0.0764908492565155, 0.3508288562297821, -0.29727426171302795]","[0.0725574791431427, 0.35181576013565063, -0.2973420023918152]","[0.06878180801868439, 0.3528948426246643, -0.2973359227180481]","[0.09894432127475739, 0.35471805930137634, -0.20380575954914093]","[0.06181802600622177, 0.36136355996131897, -0.22852930426597595]","[0.09216272085905075, 0.37508276104927063, -0.26564911007881165]","[0.08035042136907578, 0.3776612877845764, -0.2729000449180603]","[0.12783825397491455, 0.4044443368911743, -0.1139005646109581]","[0.043139904737472534, 0.42808297276496887, -0.16338494420051575]","[0.16396485269069672, 0.4469970166683197, -0.013963107950985432]","[0.00633658841252327, 0.49047428369522095, -0.09617278724908829]","[0.150290846824646, 0.49538251757621765, -0.03745676577091217]","[0.04706341400742531, 0.5269050002098083, -0.06945803761482239]","[0.14345601201057434, 0.5079472064971924, -0.048685479909181595]","[0.061017442494630814, 0.5354622602462769, -0.07568632066249847]","[0.13934075832366943, 0.5021803975105286, -0.06317145377397537]","[0.06508801132440567, 0.5268571972846985, -0.08131270110607147]","[0.1396487057209015, 0.4980365037918091, -0.042083561420440674]","[0.06055913493037224, 0.5231562256813049, -0.06838992983102798]","[0.12877537310123444, 0.5600773096084595, 0.020781710743904114]","[0.08289013803005219, 0.5734678506851196, -0.020907513797283173]","[0.15345202386379242, 0.6641853451728821, 0.09459851682186127]","[0.10159007459878922, 0.6737207174301147, 0.021863695234060287]","[0.17902836203575134, 0.7525711059570312, 0.22326886653900146]","[0.11105673015117645, 0.7615860104560852, 0.1657191663980484]","[0.17343446612358093, 0.7709997892379761, 0.23311197757720947]","[0.11243577301502228, 0.7702995538711548, 0.17726512253284454]","[0.21425095200538635, 0.7785523533821106, 0.1573314368724823]","[0.12772540748119354, 0.8012272119522095, 0.08889404684305191]"
"[0.08525823056697845, 0.3645778298377991, -0.28363049030303955]","[0.08700837939977646, 0.34988194704055786, -0.2758108973503113]","[0.09043155610561371, 0.34990981221199036, -0.2757551074028015]","[0.09406833350658417, 0.35021770000457764, -0.27574998140335083]","[0.07650531828403473, 0.35137316584587097, -0.2802909016609192]","[0.07258059084415436, 0.35233575105667114, -0.2803468406200409]","[0.0688166692852974, 0.35339438915252686, -0.2803354561328888]","[0.09895079582929611, 0.35511282086372375, -0.1936635971069336]","[0.06183907389640808, 0.36160340905189514, -0.2168469876050949]","[0.09216834604740143, 0.37533214688301086, -0.2491944283246994]","[0.08035628497600555, 0.3779541552066803, -0.2558377683162689]","[0.12795212864875793, 0.4045208692550659, -0.10736535489559174]","[0.043418075889348984, 0.42801669239997864, -0.14916816353797913]","[0.16388382017612457, 0.44573715329170227, -0.011417089030146599]","[0.0063790129497647285, 0.48695844411849976, -0.07873392105102539]","[0.15067219734191895, 0.4947585463523865, -0.025109723210334778]","[0.044758740812540054, 0.5261180400848389, -0.04609151929616928]","[0.14366944134235382, 0.5077189803123474, -0.034017227590084076]","[0.057115525007247925, 0.5354506373405457, -0.048775527626276016]","[0.1395120620727539, 0.501983106136322, -0.046524778008461]","[0.06067587062716484, 0.5268009901046753, -0.05412229150533676]","[0.13978935778141022, 0.497719407081604, -0.02836311236023903]","[0.05637279897928238, 0.5229613184928894, -0.044599153101444244]","[0.1287803053855896, 0.5600704550743103, 0.01986868679523468]","[0.08287583291530609, 0.5734633207321167, -0.019988011568784714]","[0.1533079892396927, 0.6638814210891724, 0.0937952771782875]","[0.10160133987665176, 0.6738939881324768, 0.007544192485511303]","[0.17905856668949127, 0.7524210810661316, 0.22204604744911194]","[0.11105728149414062, 0.7630639672279358, 0.12290116399526596]","[0.17347417771816254, 0.770990788936615, 0.2321024239063263]","[0.11238548904657364, 0.773466944694519, 0.1316695362329483]","[0.21400801837444305, 0.7784770131111145, 0.1606888622045517]","[0.12770231068134308, 0.8017190098762512, 0.046265002340078354]"
"[0.08540666103363037, 0.3648383319377899, -0.26756641268730164]","[0.08723597228527069, 0.35035786032676697, -0.2592705190181732]","[0.09067481011152267, 0.3504830300807953, -0.2592223286628723]","[0.09431404620409012, 0.3508976399898529, -0.25922006368637085]","[0.0766175240278244, 0.3517482876777649, -0.26482877135276794]","[0.07266072928905487, 0.35270729660987854, -0.26488029956817627]","[0.06888619810342789, 0.3537845313549042, -0.26486605405807495]","[0.09903724491596222, 0.3559665083885193, -0.17811210453510284]","[0.06204329803586006, 0.3621097505092621, -0.20613913238048553]","[0.09227878600358963, 0.37579968571662903, -0.2338000237941742]","[0.08059557527303696, 0.37824663519859314, -0.24189086258411407]","[0.1279604434967041, 0.40463605523109436, -0.09523427486419678]","[0.043666135519742966, 0.4278024435043335, -0.13868017494678497]","[0.16362062096595764, 0.44347867369651794, 0.009625237435102463]","[0.006511579267680645, 0.48119333386421204, -0.05943489074707031]","[0.15169879794120789, 0.494074285030365, 0.008997011929750443]","[0.04341268911957741, 0.5258408188819885, -0.01108142826706171]","[0.1451592594385147, 0.5076034665107727, 0.003664400428533554]","[0.05382528156042099, 0.5357539653778076, -0.011249205097556114]","[0.14026451110839844, 0.5019120573997498, -0.01070389337837696]","[0.05834586173295975, 0.5270158052444458, -0.016550786793231964]","[0.1404663622379303, 0.4975610375404358, 0.005361187271773815]","[0.054827649146318436, 0.5230135917663574, -0.009394656866788864]","[0.1287502497434616, 0.560214638710022, 0.019560303539037704]","[0.08273684978485107, 0.5734552145004272, -0.019682610407471657]","[0.15300966799259186, 0.663112461566925, 0.086515411734581]","[0.10155155509710312, 0.6733796000480652, 0.007413933984935284]","[0.1790657937526703, 0.7523562908172607, 0.217339426279068]","[0.11117181926965714, 0.7630785703659058, 0.13437364995479584]","[0.17350146174430847, 0.7709513902664185, 0.22739331424236298]","[0.11238578706979752, 0.7733857035636902, 0.14417047798633575]","[0.21389606595039368, 0.7781875729560852, 0.1477184146642685]","[0.12781183421611786, 0.801722526550293, 0.05767567828297615]"
"[0.08537761867046356, 0.36490318179130554, -0.26823994517326355]","[0.0872206911444664, 0.3504275381565094, -0.260232150554657]","[0.09064674377441406, 0.35056272149086, -0.26017293334007263]","[0.09426286071538925, 0.3509921431541443, -0.26017001271247864]","[0.07661841809749603, 0.35180994868278503, -0.26513880491256714]","[0.07267537713050842, 0.35276275873184204, -0.26518821716308594]","[0.06891195476055145, 0.35384097695350647, -0.2651674449443817]","[0.09904541075229645, 0.3561510741710663, -0.17923769354820251]","[0.06208539009094238, 0.362280011177063, -0.20476312935352325]","[0.0922616571187973, 0.37599846720695496, -0.23470482230186462]","[0.0806020051240921, 0.378364622592926, -0.24197964370250702]","[0.12808629870414734, 0.4048096537590027, -0.09650154411792755]","[0.04402058944106102, 0.42747828364372253, -0.13645818829536438]","[0.16397514939308167, 0.44344884157180786, 0.004955687560141087]","[0.006633686367422342, 0.4768090546131134, -0.049688901752233505]","[0.15362659096717834, 0.49401670694351196, 0.004872952587902546]","[0.043060265481472015, 0.5259417295455933, 0.012667616829276085]","[0.1470770239830017, 0.5078328251838684, -0.00015151644765865058]","[0.05279567092657089, 0.5359077453613281, 0.015840182080864906]","[0.1416863054037094, 0.5019844770431519, -0.013313542120158672]","[0.056811362504959106, 0.5270330309867859, 0.010606657713651657]","[0.14178763329982758, 0.4975576102733612, 0.0018196888267993927]","[0.05360490083694458, 0.5230225324630737, 0.01470228098332882]","[0.129042387008667, 0.5602437853813171, 0.019334955140948296]","[0.08294646441936493, 0.5734870433807373, -0.019432807341217995]","[0.1529359370470047, 0.6630970239639282, 0.08982490003108978]","[0.1015457957983017, 0.6741963028907776, 0.010923728346824646]","[0.1790960133075714, 0.7523165345191956, 0.2166338711977005]","[0.11172829568386078, 0.7643750309944153, 0.13328127562999725]","[0.17352531850337982, 0.770867645740509, 0.2263609617948532]","[0.11244755983352661, 0.7741701006889343, 0.14248745143413544]","[0.2135968655347824, 0.7781878113746643, 0.1517152637243271]","[0.12778787314891815, 0.80250483751297, 0.05637611821293831]"
"[0.08540202677249908, 0.36578404903411865, -0.27185171842575073]","[0.08724414557218552, 0.35121405124664307, -0.2628645598888397]","[0.09065423905849457, 0.3512178361415863, -0.26281479001045227]","[0.09426252543926239, 0.3515337109565735, -0.2628071904182434]","[0.07673407346010208, 0.3528614044189453, -0.2676801383495331]","[0.07282544672489166, 0.35385021567344666, -0.2677253782749176]","[0.06911314278841019, 0.35500863194465637, -0.26770836114883423]","[0.09917902201414108, 0.3564082980155945, -0.1765926629304886]","[0.06258098781108856, 0.36338135600090027, -0.20139066874980927]","[0.09229616075754166, 0.3767845928668976, -0.23647642135620117]","[0.0809173732995987, 0.3795661926269531, -0.24354298412799835]","[0.12819626927375793, 0.40496543049812317, -0.09293828904628754]","[0.04468440264463425, 0.42714616656303406, -0.1333528757095337]","[0.16483907401561737, 0.4435800015926361, -0.009288610890507698]","[0.006866528652608395, 0.47390931844711304, -0.06727247685194016]","[0.15411606431007385, 0.4941001534461975, -0.06714095175266266]","[0.04315299168229103, 0.5261884927749634, -0.04078008979558945]","[0.1473495066165924, 0.5084648132324219, -0.08453874289989471]","[0.05385981872677803, 0.5363202691078186, -0.046458762139081955]","[0.1419002115726471, 0.5021685361862183, -0.09701042622327805]","[0.05768406391143799, 0.5271943211555481, -0.05204123258590698]","[0.14202837646007538, 0.49766647815704346, -0.07181581109762192]","[0.053752075880765915, 0.5231531858444214, -0.03988111391663551]","[0.12953419983386993, 0.5605615973472595, 0.01915212906897068]","[0.0837637335062027, 0.5738909244537354, -0.01925363950431347]","[0.15294165909290314, 0.6634714007377625, 0.10525012016296387]","[0.1015019565820694, 0.67624431848526, 0.02173629030585289]","[0.179422065615654, 0.7522964477539062, 0.24139127135276794]","[0.11174404621124268, 0.7649500966072083, 0.13680346310138702]","[0.17358499765396118, 0.7708061933517456, 0.2521760165691376]","[0.1123773604631424, 0.7744284272193909, 0.148792564868927]","[0.21327731013298035, 0.7780624032020569, 0.17753449082374573]","[0.12781724333763123, 0.8026953339576721, 0.061803024262189865]"
"[0.08540450781583786, 0.3662348985671997, -0.24503982067108154]","[0.08724822849035263, 0.3514660894870758, -0.2350979596376419]","[0.09065685421228409, 0.35142460465431213, -0.23507872223854065]","[0.09426546096801758, 0.3517152667045593, -0.2350713312625885]","[0.07674334198236465, 0.3532639443874359, -0.24017564952373505]","[0.0728374794125557, 0.35431134700775146, -0.24019519984722137]","[0.06911950558423996, 0.355563759803772, -0.2401750087738037]","[0.09940981864929199, 0.3565939962863922, -0.14584265649318695]","[0.06265845894813538, 0.3644128441810608, -0.17130327224731445]","[0.09232325851917267, 0.3774557411670685, -0.20871500670909882]","[0.08101565390825272, 0.3804674446582794, -0.21594956517219543]","[0.12833788990974426, 0.4050006866455078, -0.06875842064619064]","[0.04484482854604721, 0.4268106520175934, -0.11064456403255463]","[0.16494296491146088, 0.4431142210960388, -0.027741873636841774]","[0.008016863837838173, 0.47258704900741577, -0.07378998398780823]","[0.15801778435707092, 0.4928475618362427, -0.1301068365573883]","[0.04329834505915642, 0.5261713862419128, -0.07993179559707642]","[0.15153473615646362, 0.5072597861289978, -0.1553405225276947]","[0.053641606122255325, 0.5365129113197327, -0.09483689069747925]","[0.1459110677242279, 0.5007513165473938, -0.16810014843940735]","[0.05824260041117668, 0.5274384021759033, -0.1034969910979271]","[0.14626841247081757, 0.49623581767082214, -0.13640646636486053]","[0.054239146411418915, 0.5232152938842773, -0.08251450955867767]","[0.12968334555625916, 0.5608760714530945, 0.019024331122636795]","[0.08421745151281357, 0.5742073059082031, -0.019128145650029182]","[0.1531030237674713, 0.66508948802948, 0.10731182992458344]","[0.10139302909374237, 0.6788001656532288, 0.02916843071579933]","[0.17990392446517944, 0.7523211240768433, 0.23496370017528534]","[0.11149388551712036, 0.7655240893363953, 0.14704331755638123]","[0.1737804114818573, 0.7708022594451904, 0.2446441948413849]","[0.11219824850559235, 0.774509072303772, 0.1588796228170395]","[0.21311739087104797, 0.7781995534896851, 0.16816869378089905]","[0.1277965009212494, 0.8029011487960815, 0.07207722961902618]"
"[0.08564139157533646, 0.3662625849246979, -0.24143727123737335]","[0.08741850405931473, 0.35158205032348633, -0.2295418083667755]","[0.09077346324920654, 0.35157692432403564, -0.22954416275024414]","[0.09433791041374207, 0.3518962562084198, -0.22955051064491272]","[0.07708282768726349, 0.353261798620224, -0.2363109588623047]","[0.0732196569442749, 0.3542870879173279, -0.23633399605751038]","[0.06961327791213989, 0.3555174767971039, -0.23631715774536133]","[0.09944382309913635, 0.3569398522377014, -0.13373211026191711]","[0.06337612122297287, 0.3645295202732086, -0.1670704185962677]","[0.09240390360355377, 0.37753358483314514, -0.20309209823608398]","[0.08128906786441803, 0.38049644231796265, -0.21261732280254364]","[0.12849590182304382, 0.40506061911582947, -0.05446058511734009]","[0.04533291235566139, 0.4268051087856293, -0.10784045606851578]","[0.16429391503334045, 0.4432128369808197, -0.03272604942321777]","[0.011901885271072388, 0.46940845251083374, -0.08814732730388641]","[0.1612953096628189, 0.4920978844165802, -0.15346404910087585]","[0.041564617305994034, 0.5236852169036865, -0.14200469851493835]","[0.15600591897964478, 0.5067403316497803, -0.18134507536888123]","[0.05094438046216965, 0.5365069508552551, -0.1613982915878296]","[0.15106895565986633, 0.5001004338264465, -0.19597987830638885]","[0.05640335753560066, 0.5274261236190796, -0.17223268747329712]","[0.149996817111969, 0.4953363537788391, -0.16133464872837067]","[0.05310751125216484, 0.5223451852798462, -0.1462043672800064]","[0.1296786516904831, 0.5614588856697083, 0.020609447732567787]","[0.08417607098817825, 0.5744124054908752, -0.02070538140833378]","[0.15316686034202576, 0.6668950915336609, 0.10807754844427109]","[0.10076302289962769, 0.6817182898521423, -0.0006249950965866446]","[0.18037410080432892, 0.7524406909942627, 0.23489241302013397]","[0.11117975413799286, 0.7674785256385803, 0.10797220468521118]","[0.1739516407251358, 0.7708297967910767, 0.24364829063415527]","[0.11185096204280853, 0.7762480974197388, 0.11527377367019653]","[0.2130376398563385, 0.7782838940620422, 0.1616685539484024]","[0.12734679877758026, 0.8039087653160095, 0.01945241540670395]"
"[0.08600553870201111, 0.3664419949054718, -0.29742905497550964]","[0.08788289874792099, 0.3518734574317932, -0.2846570312976837]","[0.0912705808877945, 0.3519659638404846, -0.2846708297729492]","[0.0948696881532669, 0.35234034061431885, -0.28470510244369507]","[0.07747528702020645, 0.3532658815383911, -0.2916635572910309]","[0.07359285652637482, 0.35425513982772827, -0.29170894622802734]","[0.0700279101729393, 0.35547494888305664, -0.29168790578842163]","[0.0996672660112381, 0.35712334513664246, -0.1744876503944397]","[0.06375479698181152, 0.3645099699497223, -0.21073465049266815]","[0.09257085621356964, 0.3777781128883362, -0.2536770701408386]","[0.08150608092546463, 0.3805609941482544, -0.2637728750705719]","[0.12878134846687317, 0.40534427762031555, -0.06888774037361145]","[0.045435309410095215, 0.4268040060997009, -0.1268986165523529]","[0.16314099729061127, 0.44346103072166443, -0.04797247797250748]","[0.01499873585999012, 0.46842363476753235, -0.10829396545886993]","[0.1679573953151703, 0.4931360185146332, -0.15010258555412292]","[0.03292601555585861, 0.5150490999221802, -0.15723851323127747]","[0.16752906143665314, 0.5095353722572327, -0.1732497364282608]","[0.037514518946409225, 0.528061032295227, -0.17368952929973602]","[0.16276130080223083, 0.5027000308036804, -0.19247446954250336]","[0.04126260429620743, 0.5199865102767944, -0.1893446147441864]","[0.16055960953235626, 0.4982016384601593, -0.1591951549053192]","[0.04384060949087143, 0.5125032663345337, -0.1634567677974701]","[0.1295410841703415, 0.5607075095176697, 0.021065261214971542]","[0.08371684700250626, 0.5737013220787048, -0.02114609070122242]","[0.15309612452983856, 0.6668720245361328, 0.1054363027215004]","[0.10074746608734131, 0.6813019514083862, -0.03822974115610123]","[0.18045102059841156, 0.7527133226394653, 0.22995324432849884]","[0.11129175126552582, 0.7688056230545044, 0.07555492222309113]","[0.17397388815879822, 0.7709100246429443, 0.23870305716991425]","[0.11189637333154678, 0.7780163884162903, 0.0820707231760025]","[0.21291422843933105, 0.7783390879631042, 0.14822684228420258]","[0.12752600014209747, 0.8053795099258423, -0.029970582574605942]"
"[0.08631078898906708, 0.36650827527046204, -0.31804609298706055]","[0.08824347704648972, 0.35222235321998596, -0.304168164730072]","[0.09160646051168442, 0.3523769974708557, -0.30418938398361206]","[0.09517724066972733, 0.3527577817440033, -0.30423080921173096]","[0.07787959277629852, 0.3532887101173401, -0.3086438775062561]","[0.07397707551717758, 0.35422876477241516, -0.30869579315185547]","[0.07042398303747177, 0.35545614361763, -0.3086678385734558]","[0.09975370764732361, 0.35721340775489807, -0.1908464878797531]","[0.06413880735635757, 0.3642217218875885, -0.21557781100273132]","[0.09270994365215302, 0.37791764736175537, -0.27332839369773865]","[0.08172931522130966, 0.38052499294281006, -0.28025928139686584]","[0.12898901104927063, 0.4060520827770233, -0.09343675523996353]","[0.045556001365184784, 0.426693856716156, -0.141294926404953]","[0.1622069925069809, 0.4479161500930786, -0.09847106784582138]","[0.016965674236416817, 0.469220906496048, -0.20889541506767273]","[0.17289531230926514, 0.5016863346099854, -0.226126030087471]","[0.02776981331408024, 0.5132918953895569, -0.3767010271549225]","[0.17540229856967926, 0.5192640423774719, -0.2554238438606262]","[0.02940048836171627, 0.5260782837867737, -0.4130658209323883]","[0.17047560214996338, 0.5130955576896667, -0.2749178409576416]","[0.034336697310209274, 0.5174736380577087, -0.42638880014419556]","[0.16769610345363617, 0.5055908560752869, -0.23615236580371857]","[0.0354105569422245, 0.5123919248580933, -0.3858691453933716]","[0.12902095913887024, 0.5574339032173157, 0.022934723645448685]","[0.08307080715894699, 0.5707698464393616, -0.02304309792816639]","[0.152786985039711, 0.6662563681602478, 0.10478249937295914]","[0.10081443935632706, 0.6804010272026062, -0.04784204065799713]","[0.18046735227108002, 0.7530631422996521, 0.22721616923809052]","[0.11132875829935074, 0.7689736485481262, 0.06368928402662277]","[0.1739838421344757, 0.7711092233657837, 0.235995814204216]","[0.11186856031417847, 0.7790245413780212, 0.06989072263240814]","[0.21279291808605194, 0.7783699631690979, 0.13748964667320251]","[0.12775498628616333, 0.8058051466941833, -0.04638640210032463]"
"[0.08710485696792603, 0.36665570735931396, -0.38427186012268066]","[0.08903837203979492, 0.3525272607803345, -0.37086421251296997]","[0.09245514124631882, 0.3526676893234253, -0.3708905577659607]","[0.0960547924041748, 0.35299187898635864, -0.37094971537590027]","[0.07854987680912018, 0.35336920619010925, -0.37447696924209595]","[0.07458093762397766, 0.35423025488853455, -0.37454742193222046]","[0.07101081311702728, 0.3554195463657379, -0.3745202422142029]","[0.10007680952548981, 0.3572114408016205, -0.25380009412765503]","[0.06458581238985062, 0.3639009892940521, -0.27374428510665894]","[0.09331763535737991, 0.37819284200668335, -0.3376753628253937]","[0.08245975524187088, 0.3805513381958008, -0.34358105063438416]","[0.12942562997341156, 0.406594455242157, -0.15811432898044586]","[0.04603084176778793, 0.4266856908798218, -0.19229163229465485]","[0.16184423863887787, 0.4544884264469147, -0.18293341994285583]","[0.01782943308353424, 0.4696764051914215, -0.27522215247154236]","[0.17715688049793243, 0.5085466504096985, -0.33313968777656555]","[0.025093242526054382, 0.5147170424461365, -0.4635986387729645]","[0.18213345110416412, 0.5268941521644592, -0.3687000572681427]","[0.02471947856247425, 0.5270971059799194, -0.5051177740097046]","[0.17741985619068146, 0.5214542150497437, -0.3893665671348572]","[0.02938501164317131, 0.5183655023574829, -0.5208246111869812]","[0.17380185425281525, 0.5141556859016418, -0.34432846307754517]","[0.03090817853808403, 0.5124850273132324, -0.47474321722984314]","[0.12864935398101807, 0.5550752878189087, 0.023350408300757408]","[0.08286906033754349, 0.5682793259620667, -0.023478416725993156]","[0.1525917947292328, 0.6658033728599548, 0.100372314453125]","[0.10084265470504761, 0.6798756718635559, -0.03630565106868744]","[0.18047383427619934, 0.7530708312988281, 0.24570345878601074]","[0.11123494803905487, 0.7689301371574402, 0.09272490441799164]","[0.173993319272995, 0.7711073160171509, 0.2555512487888336]","[0.1116727739572525, 0.778761088848114, 0.10085467249155045]","[0.21272356808185577, 0.7784198522567749, 0.15359759330749512]","[0.12774619460105896, 0.8058456182479858, -0.014338387176394463]"
"[0.08760973066091537, 0.3666504919528961, -0.34196197986602783]","[0.08978400379419327, 0.35257548093795776, -0.32827070355415344]","[0.09320919215679169, 0.3527553677558899, -0.32829296588897705]","[0.0967867523431778, 0.35309216380119324, -0.32833635807037354]","[0.07917656749486923, 0.3532673418521881, -0.3324064314365387]","[0.07509969919919968, 0.35395705699920654, -0.33245712518692017]","[0.07143302261829376, 0.35492128133773804, -0.3324281573295593]","[0.1005457267165184, 0.35718002915382385, -0.21760061383247375]","[0.06477561593055725, 0.3630300462245941, -0.24138757586479187]","[0.09362871944904327, 0.37818652391433716, -0.2969977855682373]","[0.08262398838996887, 0.380287766456604, -0.30348891019821167]","[0.12954232096672058, 0.4065674841403961, -0.12747511267662048]","[0.0461689829826355, 0.4265331029891968, -0.17029157280921936]","[0.159805566072464, 0.4552343189716339, -0.12837855517864227]","[0.02054334245622158, 0.4718244671821594, -0.2317507565021515]","[0.17907841503620148, 0.5078572630882263, -0.2669021487236023]","[0.026258204132318497, 0.509144127368927, -0.4193764328956604]","[0.18691425025463104, 0.5243147611618042, -0.2994691729545593]","[0.02606474980711937, 0.5187483429908752, -0.4590941369533539]","[0.18329469859600067, 0.5197043418884277, -0.32058003544807434]","[0.029024744406342506, 0.5093039274215698, -0.47594672441482544]","[0.17929132282733917, 0.5129774808883667, -0.278233140707016]","[0.030747588723897934, 0.506249725818634, -0.4310322403907776]","[0.12864737212657928, 0.5553476810455322, 0.023067140951752663]","[0.08292070776224136, 0.5684553980827332, -0.02319181151688099]","[0.152603417634964, 0.6657583713531494, 0.0960879698395729]","[0.10085292905569077, 0.6798152923583984, -0.023028988391160965]","[0.18053466081619263, 0.7530821561813354, 0.24574050307273865]","[0.11123193800449371, 0.768229603767395, 0.1394691914319992]","[0.17408598959445953, 0.7711053490638733, 0.25593119859695435]","[0.11162342876195908, 0.777344822883606, 0.14980687201023102]","[0.21266305446624756, 0.7784350514411926, 0.15677125751972198]","[0.12761709094047546, 0.8058058619499207, 0.03251422196626663]"
