Body_ID,Date,Time,0_NOSE,1_NECK,2_RIGHT_SHOULDER,3_RIGHT_ELBOW,4_RIGHT_WRIST,5_LEFT_SHOULDER,6_LEFT_ELBOW,7_LEFT_WRIST,8_RIGHT_HIP,9_RIGHT_KNEE,10_RIGHT_ANKLE,11_LEFT_HIP,12_LEFT_KNEE,13_LEFT_ANKLE,14_RIGHT_EYE,15_LEFT_EYE,16_RIGHT_EAR,17_LEFT_EAR
14,2023-04-04,16:20:25.534940,"-2.1232164,-0.03131631,-1.8299348","-2.0686567,-0.16296309,-1.9547467","-2.2261434,-0.17334509,-1.9405984","-2.2402985,-0.39517242,-1.9462706","-2.1383595,-0.35328555,-1.7630658","-1.9111699,-0.152581,-1.9688953","-1.8069768,-0.306606,-2.090797","-1.7588543,-0.36852518,-1.8918996","-2.1283927,-0.64372826,-1.9792576","-2.1915333,-1.0297135,-2.0708299","-2.2648127,-1.2085695,-2.3710504","-1.9524271,-0.6336462,-1.9995732","-2.0968025,-1.0026298,-2.0656295","-2.2282503,-1.2918707,-2.22858","-2.1419442,0.017323136,-1.8412519","-2.0856574,0.0063201785,-1.8341037","-2.1822324,0.036636353,-1.9226457","-2.0227528,0.005461365,-1.9023927"
14,2023-04-04,16:20:25.616667,"-2.1354244,-0.048841596,-1.6652733","-2.0937839,-0.18018132,-1.7908002","-2.2518742,-0.19250634,-1.7684714","-2.2655692,-0.41587725,-1.7744209","-2.157543,-0.3814221,-1.5914464","-1.9356937,-0.16785637,-1.8131287","-1.8184637,-0.3222913,-1.9250416","-1.7500937,-0.3667196,-1.7258228","-2.149226,-0.66168165,-1.817743","-2.1968312,-1.0523008,-1.8986071","-2.269048,-1.2407044,-2.193235","-1.9754992,-0.6489289,-1.8434381","-2.1104412,-1.0227479,-1.902077","-2.2376373,-1.317313,-2.058823","-2.1541157,-5.8829784e-05,-1.6748066","-2.097719,-0.012377381,-1.6735578","-2.20201,0.020955592,-1.7517867","-2.0422187,-0.01394695,-1.7482486"
14,2023-04-04,16:20:25.698393,"-2.1376038,-0.05632931,-1.5801679","-2.1005993,-0.18773776,-1.7048901","-2.2593696,-0.201738,-1.6785778","-2.2712796,-0.42643464,-1.6842015","-2.1604562,-0.3953615,-1.5009186","-1.9418284,-0.1737375,-1.7312026","-1.8176503,-0.32851353,-1.8374395","-1.740805,-0.36243668,-1.6379805","-2.1518815,-0.66976416,-1.7335957","-2.190297,-1.0624807,-1.8097577","-2.2596483,-1.2556374,-2.1021407","-1.9796144,-0.6550524,-1.7607198","-2.1073036,-1.0318387,-1.8175528","-2.2295961,-1.3293827,-1.972856","-2.1566896,-0.0077497065,-1.589351","-2.1003468,-0.020150006,-1.5907307","-2.2080655,0.013352424,-1.6644732","-2.0484266,-0.021781862,-1.6683824"
15,2023-04-04,16:20:41.640774,"0.20613416,1.0843031,-9.253417","0.08482896,0.91740435,-9.24936","-0.037042715,0.9029354,-9.070152","-0.08604984,0.62650204,-9.118741","-0.115973994,0.3564968,-9.154172","0.20670064,0.93187344,-9.42857","0.18174586,0.6524857,-9.478547","0.16669586,0.3821993,-9.520645","-0.037788637,0.36131072,-9.25341","-0.003202062,-0.043548346,-9.20225","0.03182885,-0.40263498,-9.15374","0.07885358,0.37429655,-9.42151","0.08189439,-0.035225153,-9.418787","0.088077925,-0.39917767,-9.413949","0.17684825,1.1215987,-9.215575","0.1897583,1.1413662,-9.265917","0.0634117,1.1191955,-9.189312","0.09999017,1.1752038,-9.33195"
15,2023-04-04,16:20:41.803231,"0.03378205,1.0450981,-9.042861","-0.007758148,0.8614628,-9.102996","-0.22020975,0.87527764,-9.102851","-0.26746595,0.6037551,-9.144645","-0.31294262,0.34190953,-9.179444","0.20469348,0.847648,-9.103141","0.1954274,0.581162,-9.184404","0.18602088,0.31797242,-9.234253","-0.14181295,0.33099735,-9.188809","-0.160433,-0.07688904,-9.214635","-0.17705299,-0.439721,-9.232837","0.0563476,0.31799316,-9.186726","0.01217591,-0.08300841,-9.254781","-0.027181532,-0.44017887,-9.310771","0.0028046109,1.0824888,-9.049532","0.058373824,1.0827024,-9.062438","-0.061344042,1.0706863,-9.094765","0.0961021,1.0712922,-9.131335"
15,2023-04-04,16:20:41.896956,"-0.090511315,1.1315181,-8.96038","-0.058908228,0.8439139,-8.958221","-0.17701334,0.87192565,-9.127481","-0.1962736,0.6070665,-9.185086","-0.21416783,0.35244346,-9.240904","0.05919689,0.8159023,-8.788961","0.06254439,0.550614,-8.8477","0.057812795,0.2944224,-8.89881","-0.14194514,0.31995332,-9.108313","-0.075886846,-0.080821395,-9.1597595","-0.021364227,-0.43805242,-9.202917","-0.0351163,0.2933569,-8.94462","-0.040897366,-0.092066765,-9.082627","-0.027440809,-0.4301932,-9.216563","-0.12480208,1.0945015,-8.975479","-0.097474195,1.1299214,-9.012563","-0.10871667,1.0031813,-8.967381","-0.03128766,1.103538,-9.072453"
15,2023-04-04,16:20:41.979641,"-0.04850433,1.0784497,-8.852509","-0.09208216,0.8399871,-8.866892","-0.19661891,0.86107266,-9.042341","-0.22638163,0.59805226,-9.08856","-0.25212336,0.3451451,-9.134711","0.012454607,0.81890166,-8.691443","0.058009095,0.55866194,-8.740452","0.06855295,0.30209398,-8.769019","-0.15523571,0.3167566,-9.006302","-0.080002755,-0.08227551,-9.058513","-0.012379438,-0.43677592,-9.105326","-0.059434023,0.29675734,-8.837471","-0.029648278,-0.08984637,-8.968861","0.008663474,-0.4301734,-9.091923","-0.097919285,1.082521,-8.873409","-0.053187467,1.1077154,-8.897418","-0.14269328,1.0083725,-8.912001","-0.015953068,1.079757,-8.980025"
15,2023-04-04,16:20:42.057382,"-0.048796933,1.0187749,-8.778384","-0.102214985,0.83657396,-8.814379","-0.21657827,0.848832,-8.984368","-0.25239304,0.58660245,-9.025722","-0.28329903,0.33438623,-9.067856","0.012148321,0.82431597,-8.644389","0.07611941,0.56764686,-8.686647","0.09899016,0.311615,-8.703022","-0.15755561,0.3108195,-8.932256","-0.09507198,-0.09107053,-8.975486","-0.037118167,-0.44775367,-9.015453","-0.051512007,0.29974174,-8.770005","-0.0035015568,-0.09553349,-8.8635","0.041724693,-0.4461838,-8.948221","-0.0915807,1.0484793,-8.793577","-0.039530363,1.0643185,-8.8063755","-0.15345511,1.017561,-8.859734","-0.005979188,1.0624396,-8.895996"
15,2023-04-04,16:20:42.140105,"-0.08109327,0.92059314,-8.559475","-0.12574394,0.77078444,-8.602452","-0.24653596,0.78161687,-8.766619","-0.28593484,0.52153623,-8.807306","-0.32049215,0.27137125,-8.848874","-0.0049518943,0.75995195,-8.438287","0.053361654,0.50495744,-8.487552","0.072446205,0.25063097,-8.508958","-0.16716146,0.25437915,-8.725511","-0.10172288,-0.14337373,-8.7794285","-0.038233727,-0.4954852,-8.831108","-0.05484307,0.24468112,-8.569877","-0.00020676479,-0.14839613,-8.658771","0.045571845,-0.4986112,-8.7358265","-0.11600907,0.96199197,-8.56598","-0.06154562,0.969503,-8.573653","-0.17854823,0.9644418,-8.639339","-0.024235133,0.98572266,-8.661082"
15,2023-04-04,16:20:42.233792,"-0.061632875,0.86737466,-8.441914","-0.14156908,0.7474211,-8.492153","-0.2599651,0.75750345,-8.655628","-0.30863452,0.5006466,-8.689413","-0.35195634,0.25338006,-8.724425","-0.023173086,0.7373386,-8.328677","0.010445427,0.4801345,-8.375599","0.02695708,0.22949302,-8.409504","-0.19102193,0.23316967,-8.605109","-0.11673382,-0.16135347,-8.631771","-0.05071558,-0.5120444,-8.6554575","-0.082464725,0.22431183,-8.450167","-0.035319503,-0.16798866,-8.526032","0.0023372397,-0.51773643,-8.590547","-0.07680247,0.92066973,-8.442401","-0.025726028,0.9086711,-8.450632","-0.12938225,0.9644116,-8.518327","0.015334325,0.9304157,-8.54165"
15,2023-04-04,16:20:42.315518,"-0.09125869,0.83476436,-8.373061","-0.18328907,0.7298898,-8.441799","-0.2837928,0.7425729,-8.613511","-0.33320472,0.48861217,-8.6525755","-0.37751842,0.24411571,-8.692023","-0.08278532,0.7172073,-8.27009","-0.058888428,0.46109414,-8.318033","-0.049034774,0.21266925,-8.3565855","-0.22364691,0.22149599,-8.564804","-0.14335632,-0.16946757,-8.583041","-0.0753667,-0.5177481,-8.597429","-0.13250749,0.21007323,-8.400843","-0.07886161,-0.17891347,-8.474621","-0.035068244,-0.5255854,-8.5381","-0.10105164,0.88928485,-8.374538","-0.051818095,0.8733877,-8.377883","-0.13939486,0.9427303,-8.456342","0.00010014698,0.89768815,-8.4658165"
15,2023-04-04,16:20:42.394255,"-0.12524107,0.8102153,-8.304388","-0.21917339,0.7175801,-8.390055","-0.30013025,0.7327806,-8.5698","-0.353324,0.48164535,-8.6121435","-0.40118703,0.23975527,-8.654368","-0.13821657,0.7023795,-8.21031","-0.119269714,0.44772923,-8.260167","-0.11289236,0.20131397,-8.302869","-0.24555123,0.21446908,-8.523402","-0.17014304,-0.17560554,-8.538379","-0.10793396,-0.52330387,-8.549767","-0.17380331,0.20046759,-8.35154","-0.11664832,-0.18628967,-8.423798","-0.06980279,-0.5309274,-8.486442","-0.1331941,0.8649489,-8.306606","-0.08499986,0.84821427,-8.305213","-0.16000363,0.92329025,-8.392116","-0.023453254,0.87587506,-8.3881645"
15,2023-04-04,16:20:42.485949,"-0.1858806,0.78039575,-8.184959","-0.27704608,0.6992144,-8.288296","-0.3352051,0.71754885,-8.47613","-0.39386955,0.46849895,-8.521676","-0.44667894,0.22842467,-8.566639","-0.21888702,0.68088,-8.10046","-0.20626712,0.4267025,-8.153152","-0.2069067,0.18122625,-8.199921","-0.2832899,0.20212543,-8.432329","-0.21974272,-0.18789077,-8.449736","-0.16741478,-0.53527,-8.464134","-0.23440653,0.18510652,-8.254232","-0.1765154,-0.19939852,-8.326747","-0.1289913,-0.54193854,-8.390194","-0.19386455,0.83503926,-8.188017","-0.14620525,0.8187868,-8.18164","-0.21058954,0.8968254,-8.275875","-0.0755548,0.8507766,-8.257806"
15,2023-04-04,16:20:42.566679,"-0.16524892,0.7943403,-7.9803867","-0.2522261,0.6839355,-8.063293","-0.34920532,0.7000825,-8.234419","-0.39233524,0.44704843,-8.273474","-0.43110177,0.20354462,-8.312573","-0.15524694,0.6677885,-7.8921676","-0.14199948,0.4151106,-7.9503913","-0.14465874,0.17001176,-7.997776","-0.25803933,0.19142056,-8.213219","-0.23695484,-0.20096254,-8.257361","-0.2203296,-0.54997754,-8.295493","-0.1712788,0.17518198,-8.050423","-0.14346485,-0.20012999,-8.171769","-0.12238081,-0.53458524,-8.277773","-0.19573136,0.8387308,-7.9877496","-0.14839996,0.84530723,-7.9888954","-0.24631341,0.86890906,-8.07614","-0.112207755,0.88754237,-8.079386"
15,2023-04-04,16:20:42.651395,"-0.19103064,0.80556756,-7.846281","-0.24941874,0.6761725,-7.92752","-0.3802793,0.6891622,-8.076618","-0.43438774,0.43878806,-8.123148","-0.4835173,0.19791973,-8.170426","-0.11855822,0.6631827,-7.778421","-0.11748204,0.40851963,-7.8325105","-0.12288928,0.16258895,-7.8789363","-0.28535715,0.18119228,-8.062364","-0.29791474,-0.21391177,-8.054445","-0.31185406,-0.5649606,-8.045043","-0.16619755,0.16840768,-7.921536","-0.14335437,-0.2115401,-8.028517","-0.12644097,-0.550231,-8.120824","-0.22406635,0.8467257,-7.8585973","-0.17831275,0.8566268,-7.8592505","-0.2725556,0.8618322,-7.949954","-0.14292035,0.8898853,-7.951808"
15,2023-04-04,16:20:42.739102,"-0.24848707,0.7760686,-7.68974","-0.2867315,0.64645654,-7.7765093","-0.43376744,0.66179115,-7.908854","-0.47598493,0.41329277,-7.963607","-0.51388544,0.17457664,-8.0192","-0.13969553,0.6311217,-7.644164","-0.14264151,0.37996256,-7.702834","-0.15075448,0.1373111,-7.753497","-0.33521882,0.15483987,-7.9181337","-0.3329979,-0.24022424,-7.9297056","-0.33297434,-0.59145355,-7.9378805","-0.19968837,0.1400274,-7.7933636","-0.17632394,-0.2403779,-7.898056","-0.15875623,-0.57960117,-7.987766","-0.28218356,0.81616914,-7.702389","-0.2373383,0.8274033,-7.701738","-0.3279902,0.82990766,-7.7941217","-0.20092863,0.86173785,-7.792277"
15,2023-04-04,16:20:42.832789,"-0.29009098,0.73510003,-7.473452","-0.34668696,0.58331734,-7.558156","-0.5088723,0.5967468,-7.6626177","-0.5485509,0.35420954,-7.7233186","-0.58456105,0.12149334,-7.7849226","-0.18450168,0.5698881,-7.4536943","-0.1911787,0.32358718,-7.5117846","-0.20128244,0.085638404,-7.562053","-0.40968713,0.0923121,-7.6943107","-0.38970065,-0.29688787,-7.701211","-0.36523405,-0.6420919,-7.717761","-0.25456777,0.07949185,-7.595104","-0.2382891,-0.29517865,-7.701315","-0.22588205,-0.6291661,-7.79262","-0.325472,0.7737387,-7.484777","-0.28256032,0.78396475,-7.4941535","-0.38733205,0.77567697,-7.5669284","-0.26574892,0.8046507,-7.593495"
15,2023-04-04,16:20:42.917505,"-0.2860069,0.7317096,-7.3649898","-0.35746753,0.5769501,-7.4411407","-0.5187722,0.59090894,-7.5362606","-0.57958305,0.35299885,-7.5758104","-0.6367401,0.124284744,-7.616048","-0.19616286,0.5629913,-7.34602","-0.20472658,0.32101965,-7.4029384","-0.21606024,0.08733976,-7.45255","-0.42936388,0.08623946,-7.57337","-0.40478006,-0.29925406,-7.587282","-0.3745588,-0.64045155,-7.6140776","-0.26984888,0.07256544,-7.4816017","-0.26010215,-0.2936666,-7.6048174","-0.24958679,-0.6181096,-7.7173944","-0.3217068,0.7702143,-7.3739595","-0.28058413,0.77950054,-7.387884","-0.391237,0.7706018,-7.449272","-0.27472278,0.796913,-7.488726"
15,2023-04-04,16:20:43.001226,"-0.3150294,0.7219837,-7.228282","-0.37219417,0.5784941,-7.3180265","-0.5301905,0.5935102,-7.409159","-0.59955776,0.36037028,-7.4374003","-0.6646509,0.13607955,-7.467337","-0.21419775,0.56347805,-7.2268934","-0.20221119,0.3253212,-7.2825828","-0.19800825,0.09355962,-7.3239174","-0.44630882,0.09037411,-7.455076","-0.43079817,-0.29099607,-7.499693","-0.40457192,-0.62596524,-7.561247","-0.2857317,0.07521689,-7.3657374","-0.281169,-0.28413284,-7.501831","-0.27265784,-0.60053456,-7.630277","-0.3465521,0.7626439,-7.240001","-0.30374786,0.76952195,-7.2482104","-0.40553775,0.771213,-7.322998","-0.28425902,0.79070073,-7.346255"
15,2023-04-04,16:20:43.094913,"-0.36166745,0.66943306,-7.2003508","-0.40984324,0.5496137,-7.286898","-0.56929386,0.5626624,-7.361065","-0.6461667,0.3335402,-7.3766503","-0.71859485,0.11297846,-7.394848","-0.2503926,0.5365651,-7.2127314","-0.22683628,0.30429327,-7.277107","-0.2155164,0.07496786,-7.3159175","-0.49290407,0.06295824,-7.4119835","-0.4827553,-0.31501925,-7.4793906","-0.45748562,-0.6417618,-7.5750713","-0.32541308,0.049751043,-7.338321","-0.3272181,-0.30896485,-7.475557","-0.3247094,-0.62435293,-7.6062403","-0.39049637,0.71071553,-7.210069","-0.34789726,0.7155196,-7.218133","-0.4488097,0.7289828,-7.2909327","-0.328112,0.74259406,-7.313782"
15,2023-04-04,16:20:43.174646,"-0.38767397,0.6067841,-7.162874","-0.41760945,0.48348105,-7.2561088","-0.578458,0.49469692,-7.318361","-0.6614831,0.2721336,-7.3332286","-0.7402092,0.057931423,-7.350392","-0.25676087,0.47226512,-7.1938562","-0.22412552,0.25620043,-7.2881947","-0.19522335,0.04562521,-7.373033","-0.5013902,0.01073575,-7.3764687","-0.499051,-0.36311162,-7.44679","-0.47531408,-0.6784426,-7.5665555","-0.33122745,-0.0007134676,-7.3148804","-0.34128112,-0.35447335,-7.454399","-0.3461593,-0.66472507,-7.588789","-0.41349715,0.6488226,-7.1760807","-0.37033704,0.65150017,-7.180435","-0.46339518,0.66704714,-7.261818","-0.34110823,0.67463386,-7.274154"
15,2023-04-04,16:20:43.259362,"-0.40609056,0.5664507,-7.0506268","-0.43093875,0.4377749,-7.145701","-0.59495884,0.44704103,-7.195265","-0.67219466,0.22424984,-7.2072206","-0.74561876,0.009904981,-7.221498","-0.26691875,0.42850876,-7.096138","-0.24008095,0.21838856,-7.200413","-0.21393469,0.016904712,-7.3017015","-0.51684463,-0.03002882,-7.258559","-0.5172523,-0.3981563,-7.325108","-0.49716547,-0.70439065,-7.4531403","-0.3447786,-0.039289117,-7.210333","-0.35575455,-0.388803,-7.3432474","-0.36037174,-0.6926744,-7.478215","-0.43243086,0.60736847,-7.0651474","-0.38979682,0.6104272,-7.070108","-0.48317686,0.6213289,-7.150526","-0.36238056,0.62999547,-7.1645803"
15,2023-04-04,16:20:43.352052,"-0.41405043,0.58307266,-6.84064","-0.45346865,0.42870128,-6.9367332","-0.622321,0.43705684,-6.96476","-0.70228106,0.21689439,-6.989758","-0.7786851,0.0053623915,-7.016597","-0.28461626,0.42034578,-6.9087067","-0.24542934,0.21208751,-7.01158","-0.20693536,0.014165401,-7.114773","-0.5517349,-0.040196657,-7.031044","-0.5711507,-0.39710236,-7.132563","-0.5745174,-0.681666,-7.3001943","-0.37517676,-0.048404217,-7.004115","-0.37376976,-0.40286803,-7.115552","-0.36445534,-0.6985965,-7.262338","-0.43844965,0.6227528,-6.860895","-0.39597628,0.621857,-6.868012","-0.4925749,0.6257762,-6.9453144","-0.37223393,0.623238,-6.9654784"
15,2023-04-04,16:20:43.443746,"-0.42744076,0.598177,-6.6804113","-0.47068834,0.43837118,-6.7761602","-0.6419926,0.44811285,-6.799625","-0.72230405,0.22749078,-6.8363447","-0.7990533,0.015740037,-6.874856","-0.29938406,0.42862964,-6.752695","-0.2503153,0.21735299,-6.849787","-0.20251663,0.01614511,-6.94696","-0.57579243,-0.034356713,-6.8654394","-0.5993926,-0.38963675,-6.9702325","-0.6071826,-0.6715511,-7.1414437","-0.3985992,-0.043851256,-6.842316","-0.3960517,-0.4009831,-6.9433756","-0.38333666,-0.68900084,-7.103792","-0.4500849,0.6377916,-6.7028255","-0.40738615,0.63495374,-6.7092166","-0.50296843,0.63904315,-6.788183","-0.38198856,0.6310028,-6.806291"
15,2023-04-04,16:20:43.523479,"-0.47001052,0.5874136,-6.5367923","-0.50444084,0.4320101,-6.634906","-0.6812745,0.44285375,-6.658932","-0.75935596,0.21973479,-6.709507","-0.8339453,0.0057866573,-6.7613773","-0.3276071,0.42116642,-6.6108804","-0.2709411,0.20502448,-6.70312","-0.21604937,-0.001608491,-6.794321","-0.6126589,-0.044092774,-6.722224","-0.65031517,-0.40228212,-6.813487","-0.67023337,-0.6910676,-6.972484","-0.4347391,-0.05472052,-6.6986585","-0.44167998,-0.41484773,-6.7897997","-0.4357978,-0.70214117,-6.952593","-0.49058053,0.6276778,-6.5601068","-0.44730407,0.62428236,-6.5634947","-0.5374234,0.63119066,-6.649031","-0.41480705,0.62157017,-6.6586304"
15,2023-04-04,16:20:43.616169,"-0.5211952,0.5373872,-6.3184614","-0.5382961,0.39585692,-6.4166346","-0.717057,0.41213334,-6.4382267","-0.7956038,0.19032252,-6.505181","-0.8705814,-0.02199781,-6.5732646","-0.3595352,0.37958091,-6.395044","-0.29573372,0.14341414,-6.397701","-0.26340628,-0.044469833,-6.2598906","-0.662362,-0.07649565,-6.4980917","-0.715824,-0.43772078,-6.5448046","-0.75620925,-0.74998355,-6.633922","-0.4846615,-0.093137026,-6.4767466","-0.50047183,-0.44488788,-6.5841966","-0.5071395,-0.7385529,-6.728409","-0.54009545,0.57758343,-6.342918","-0.49449605,0.57407165,-6.3410997","-0.577881,0.58530533,-6.4365563","-0.44868255,0.575355,-6.431404"
15,2023-04-04,16:20:43.701883,"-0.5297962,0.49464035,-6.2016554","-0.54576856,0.35653692,-6.2973313","-0.72417307,0.37496257,-6.3201118","-0.80195934,0.15348387,-6.3893833","-0.8761883,-0.058526993,-6.459556","-0.36736405,0.33811104,-6.27455","-0.3051495,0.10536504,-6.2314143","-0.29109183,-0.010772824,-6.0272155","-0.6755991,-0.11328089,-6.373552","-0.7215068,-0.47619462,-6.3775406","-0.75886214,-0.797907,-6.406657","-0.49833688,-0.13236165,-6.3512516","-0.5226324,-0.4773736,-6.4704413","-0.53853977,-0.7705958,-6.610119","-0.54947674,0.534176,-6.226516","-0.5028266,0.5312396,-6.2240505","-0.58708316,0.54168665,-6.320614","-0.45490798,0.5333672,-6.3136296"
15,2023-04-04,16:20:43.786600,"-0.56526667,0.45230407,-6.088831","-0.5710336,0.3160087,-6.186079","-0.74875283,0.33464688,-6.208116","-0.8234548,0.11635733,-6.285678","-0.89473635,-0.09247744,-6.3636756","-0.3933145,0.2973703,-6.164042","-0.33221608,0.0665791,-6.116619","-0.32943824,-0.022722721,-5.9003","-0.7000886,-0.14952779,-6.271326","-0.72170466,-0.5106118,-6.2435355","-0.74029297,-0.8319905,-6.2243743","-0.5231633,-0.16915083,-6.2501836","-0.55025715,-0.5056677,-6.383013","-0.57011217,-0.79400074,-6.5260744","-0.5851601,0.4913038,-6.1143956","-0.53769004,0.48938096,-6.10969","-0.6193745,0.49904,-6.2100906","-0.48487636,0.4935919,-6.1967597"
15,2023-04-04,16:20:43.878293,"-0.64433235,0.44934,-5.897823","-0.6278943,0.29987276,-5.9885845","-0.8082999,0.30889386,-6.001551","-0.8654998,0.088849425,-6.0906982","-0.9202411,-0.121664524,-6.1791663","-0.4474887,0.29085177,-5.975617","-0.38402516,0.05574441,-5.9572973","-0.36272502,-0.08168852,-5.7680945","-0.7361541,-0.17261171,-6.062333","-0.7118265,-0.5298774,-6.0044537","-0.69068086,-0.8459209,-5.944169","-0.5576098,-0.18292761,-6.0510807","-0.57235146,-0.5187273,-6.1874704","-0.5836766,-0.8083916,-6.328648","-0.66629344,0.48525864,-5.927889","-0.6148948,0.48574507,-5.919835","-0.6991506,0.48380935,-6.0262017","-0.55352074,0.48518735,-6.0033813"
15,2023-04-04,16:20:43.958026,"-0.66650194,0.46361494,-5.821838","-0.6427722,0.30791515,-5.909921","-0.82458466,0.31053048,-5.915913","-0.8810923,0.08963227,-6.0042305","-0.93531823,-0.12173724,-6.0917563","-0.4609598,0.30529958,-5.9039288","-0.39543355,0.0702368,-5.919448","-0.35592794,-0.113613725,-5.778321","-0.73697686,-0.16818583,-5.978879","-0.69714767,-0.52783453,-5.9580264","-0.66164935,-0.84773946,-5.943966","-0.5579091,-0.17198229,-5.974797","-0.5649325,-0.5165051,-6.0871487","-0.57062566,-0.8157797,-6.2063103","-0.6898589,0.49806017,-5.853148","-0.6371694,0.49971682,-5.84526","-0.72441626,0.49238247,-5.9512963","-0.5751297,0.49707645,-5.9289474"
15,2023-04-04,16:20:44.038757,"-0.67676896,0.459553,-5.754439","-0.65383697,0.2988919,-5.840698","-0.83603513,0.29993623,-5.840707","-0.9007247,0.077613235,-5.919322","-0.962911,-0.13518476,-5.9976244","-0.47163886,0.2978474,-5.840689","-0.4119573,0.06569493,-5.88902","-0.36520696,-0.14926016,-5.806012","-0.7461339,-0.17832184,-5.905289","-0.71278054,-0.5374993,-5.9382524","-0.6833087,-0.85439146,-5.987042","-0.56701523,-0.1801902,-5.906868","-0.5817829,-0.5355265,-5.975609","-0.5952279,-0.84495187,-6.0636168","-0.7009464,0.49355954,-5.786094","-0.6471536,0.49480623,-5.779402","-0.7387693,0.48573738,-5.883323","-0.5863566,0.4892695,-5.8643622"
15,2023-04-04,16:20:44.118490,"-0.67506975,0.43508935,-5.6825995","-0.65841806,0.2754258,-5.7685566","-0.8397871,0.27607858,-5.764211","-0.9088425,0.052663207,-5.824564","-0.9752984,-0.16131198,-5.885584","-0.47704902,0.27477312,-5.7729034","-0.42565203,0.054495335,-5.85753","-0.37884396,-0.17279482,-5.8489623","-0.7510562,-0.19968557,-5.8287735","-0.7218198,-0.5514095,-5.90501","-0.69643563,-0.8591337,-5.9926176","-0.5722177,-0.20056915,-5.834142","-0.59909415,-0.55975354,-5.8594546","-0.6243332,-0.87325597,-5.9234295","-0.6999584,0.46995467,-5.7130556","-0.6452428,0.4697973,-5.7084513","-0.7424285,0.4638688,-5.80882","-0.5874013,0.46342313,-5.7957735"
15,2023-04-04,16:20:44.212177,"-0.6368307,0.38329774,-5.4926167","-0.66101354,0.23700947,-5.579195","-0.8398978,0.24047256,-5.568476","-0.90935576,0.021006465,-5.6407084","-0.97630715,-0.18877363,-5.713686","-0.48212916,0.23354626,-5.5899134","-0.43421876,0.029159665,-5.708817","-0.38779566,-0.17189431,-5.8148265","-0.76132226,-0.23053837,-5.629215","-0.7294744,-0.5743967,-5.733822","-0.70222557,-0.8745122,-5.843634","-0.58553964,-0.23304605,-5.6407127","-0.61291707,-0.5855936,-5.5689044","-0.6451902,-0.90143967,-5.6144047","-0.6657089,0.42035794,-5.515955","-0.6113045,0.41753447,-5.523086","-0.7277014,0.421996,-5.601532","-0.5735562,0.41399658,-5.621735"
